Company_Cleaned,Sector,Headquarters,Amount_Cr,Funding_Round_Type,Lead_Investors,Year,Month
speciale invest,Fintech,Bangalore,83.0,Unknown,Unknown,2021,April
eunimart,Ecommerce,Hyderabad,5.81,Pre-Series A,"Sucseed Venture Partners, Tmt Connekt",2021,April
meesho,Ecommerce,Bangalore,2490.0,Unknown,"Saif Partners, Venture Highway",2021,April
careerlabs,Edtech,Bangalore,18.26,Unknown,Global Founders Capital,2021,April
uable,Edtech,Bangalore,290.5,Pre-Series A,"Jafco Asia, Chiratae Ventures",2021,April
zoko,Technology,Bangalore,1162.0,Seed,Y Combiunknowntor,2021,April
getwork,Recruitment,Gurgaon,1.66,Seed,Artha Venture Fund,2021,April
easebuzz,Ecommerce,Pune,33.2,Series A,"Jitendra Gupta, Amrish Rau",2021,April
chingari,Social Media,Bangalore,107.9,Unknown,"Fj Labs, Brian Norgard",2021,April
dusminute,Retail,Bangalore,9.13,Pre-Series A,Indian Angel Network,2021,April
skillovilla,Edtech,Bangalore,2.49,Seed,Titan Capital,2021,March
cancer clinics,Healthcare,Telugana,12.45,Pre-Series A,Axilor,2021,March
velocity,Fintech,Bangalore,10.79,Seed,Valar Ventures,2021,March
happy jars,Food,Delhi,3.32,Seed,Inflection Point Ventures,2021,March
inshorts,Media,Noida,332.0,Unknown,"Addition, Sig Global India Fund",2021,March
extraaedge,Martech,Pune,8.3,Pre-Series A,"9Unicorns Accelerator Fund, Indian Angel Network",2021,March
zotalabs,Technology,Pune,10.38,Seed,Alfa Ventures,2021,March
voiro,Advertisement,Bangalore,14.94,Pre-Series A,1Crowd,2021,March
dream sports,Gaming,Mumbai,3320.0,Unknown,"Tcv, D1 Capital Partners, Falcon Edge.",2021,March
safex chemicals,Agritech,Delhi,415.0,Unknown,Banyantree Fiunknownnce Pvt. Ltd.,2021,March
rupifi,Fintech,Bangalore,34.03,Pre-Series A,Quounknown Capital,2021,March
moneyboxx,Fintech,Mumbai,24.9,Debt,"Ashv Fiunknownnce, Blacksoil Capital",2021,March
citymall,Ecommerce,Gurgaon,91.3,Series A,"Waterbridge Ventures, Saif Partners",2021,March
janani,Heathcare,Bangalore,8.3,Seed,"Sweta Rau, 9Unicorns Accelerator Fund",2021,March
reshamandi,Agritech,Bangalore,14.11,Seed,"Omnivore, Strive Ventures",2021,March
bombay shaving,Lifestyle,Delhi,16.6,Unknown,"Rajesh Sud, Kuldeep Jain",2021,March
dotpe,Fintech,Gurgaon,224.1,Series A,"Payu, Google",2021,March
five star finance,Fintech,Chennai,1942.2,Unknown,"Tpg Capital Asia, Epiq Capital",2021,March
byjus,Edtech,Bangalore,3818.0,Series F,"Blackrock, Owl Ventures",2021,March
annapurna finance,Fintech,Bhubaneswar,249.0,Unknown,"Asian Development Bank, Oman India Joint Investment Fund",2021,March
healthplix,Healthcare,Bangalore,112.05,Series B,"Jsw Ventures, Kalaari Capital",2021,March
masai school,Edtech,Bangalore,41.5,Series A,"Unitus Ventures, Omidyar Network India",2021,March
bewakoof,D2C Fashion,Mumbai,33.2,Unknown,"Ivycap Ventures, Pratithi Investment Trust",2021,March
indialends,Fintech,Delhi,42.33,Unknown,"Acpi Investments, Advantedge Founders",2021,March
stelis biopharma,Biotechnology,Bangalore,1618.5,Series B,"Routeone, Mankekar Family Office",2021,March
tilt,Bike Rental,Bangalore,1.04,Unknown,Y Combiunknowntor,2021,March
neodove,AI,Jaipur,124.5,Seed,India Quotient,2021,March
zaara biotech,Biotechnology,Kottayam,83.0,Unknown,Tcn Interunknowntiounknownl Commerce,2021,March
kreditbee,Fintech,Bangalore,622.5,Seed,"Alpine Capital, Premjiinvest",2021,March
true balance,Fintech,Gurgaon,83.0,Debt,"Bon Angels Venture Partners, Daesung Private Equity",2021,March
muvin,Fintech,Bangalore,8.3,Seed,Unknown,2021,March
purplle,Beauty Products,Mumbai,373.5,Unknown,"Spring Marketing Capital, Verlinvest",2021,March
flobiz,Technology,Bangalore,83.0,Series A,Elevation Capital,2021,March
jeevam health,Healthcare,Delhi,12.45,Pre-Seed,Y Combiunknowntor,2021,March
newlink,Technology,Beijing,1660.0,Unknown,Bain Capital,2021,March
oziva,Heathcare,Mumbai,99.6,Series B,"Funknownprime Capital, Eight Roads Ventures India",2021,March
blive,Tourism,Panaji,8.3,Pre-Series A,"Mumbai Angels, Dna Entertainment Networks",2021,March
nazara,Gaming,Mumbai,249.0,Unknown,"Hornbill Capital Advisers, Plutus Wealth Maunknowngement",2021,March
euler motors,Automotive,Delhi,21.58,Series A,"Adb Ventures, Jetty Ventures",2021,March
pixxel,Spacetech,Bangalore,60.59,Seed,"Techstars, Ryan Johnson",2021,March
prescinto,Solar,Gujarat,29.05,Seed,"Venture Catalysts, 9Unicorns Accelerator Fund",2021,March
myglamm,Beauty Products,Mumbai,166.0,Series C,Bessemer Venture Partners,2021,March
chirrup,Gaming,Bangalore,2.49,Pre-Seed,"Titan Capital, Iseed, First Cheque, 3.0 Fund.",2021,March
policy bazaar,Insurance,Gurgaon,622.5,Unknown,"Falcon Edge Capital, White Oak Global Advisors",2021,March
livve homes,Rental Space,Bangalore,41.5,Unknown,Angel Investors,2021,March
juicy chemistry,Healthcare,Coimbatore,52.29,Series A,Akya Ventures,2021,March
svasti microfinance,Fintech,Mumbai,33.2,Unknown,"Kayenne Ventures, Nordic Microfiunknownnce Initiative",2021,March
nexprt,Consulting,Delhi,16.6,Unknown,Titan Capital,2021,March
ankur capital,Fintech,Mumbai,332.0,Unknown,Unknown,2021,March
indifi,Fintech,Gurgaon,41.5,Debt,"Elevar Equity, Accel",2021,March
say cheese,Femtech,Mumbai,8.3,Seed,Unknown,2021,March
indic inspirations,Cultural,Pune,2.49,Unknown,Marquee Investors,2021,March
bimaplan,Fintech,Mumbai,4.15,Seed,"Titan Capital, Y Combiunknowntor",2021,March
yap,Fintech,Chennai,83.0,Series B,"Jitendra Gupta, Better Capital",2021,March
leap finance,Fintech,Bangalore,141.1,Series B,Jungle Ventures,2021,March
blacksoil nbfc,Fintech,Mumbai,24.9,Unknown,Unknown,2021,March
oyo,Hospitality,Gurgaon,1660.0,Unknown,Hindustan Media Venture,2021,March
max healthcare,Healthcare,Delhi,1162.0,Unknown,"Radiant Life Care Private Ltd, Life Healthcare",2021,March
4basecare,Healthcare,Bangalore,16.6,Pre-Series A,"Mount Judi Ventures, Growx Ventures, Season Two Ventures",2021,March
ezstays,Edtech,Delhi,3.32,Seed,Richard Rekhy,2021,March
stylework,Coworking,Gurgaon,4.15,Pre-Series A,Inflection Point Ventures,2021,March
kinara capital,Fintech,Bangalore,49.8,Unknown,"Gawa Capital, Gaja Capital",2021,March
riskcovry,Fintech,Bangalore,41.5,Series A,"Better Capital, Bharat Inclusion Seed Fund",2021,March
nodwin,Gaming,Gurgaon,166.0,Unknown,Krafton,2021,March
quizizz,Edtech,Bangalore,103.75,Series A,"Eight Roads Ventures India, Nexus Venture Partners",2021,March
ecom express,Ecommerce,Delhi,166.0,Unknown,"Cdc Group, Partners Group",2021,March
turtlemint,Fintech,Mumbai,373.5,Series D,Jungle Ventures,2021,March
captain fresh,Supply,Bangalore,24.9,Seed,"Matrix Partners, Ankur Capital",2021,March
northern arc,Fintech,Chennai,83.0,Debt,"U.S. Interunknowntiounknownl Development Fiunknownnce Corp, Asian Development Bank",2021,March
qoohoo,Social,Bangalore,6.64,Seed,Angel Investors,2021,March
igl,Gaming,Mumbai,4.15,Unknown,"Hungama, Hindustan Talkies",2021,March
ampm,Ecommerce,Gurgaon,1.66,Unknown,Agility Venture Partners,2021,March
the eplane,Drone,Chennai,8.3,Seed,"Speciale Invest, Farid Ahsan",2021,March
cashify,Ecommerce,Gurgaon,124.5,Unknown,"Bessemer Venture Partners, Cdh Investments",2021,March
questt,Edtech,Gurgaon,8.3,Seed,"Chiratae Ventures, Aet Fund",2021,March
dealshare,Ecommerce,Jaipur,24.9,Debt,"Omidyar Network, Falcon Edge Capital",2021,March
euler motors,Automotive,Delhi,33.2,Series A,"Jetty Ventures, Srinivas Anumolu",2021,March
blume ventures,Fintech,Mumbai,332.0,Unknown,Avendus,2021,March
koinearth,Blockchain,Bangalore,14.94,Pre-Series A,Yournest,2021,March
imaginxp,Edtech,Pune,12.45,Unknown,Venture Catalysts,2021,March
apnaco,Recruitment,Bangalore,103.75,Unknown,"Sequoia Capital, Rocketship.Vc",2021,March
ideaforge,Drone,Mumbai,16.6,Unknown,"Infosys, Qualcomm Ventures",2021,March
clairco,Cleantech,Bangalore,4.15,Unknown,"Real Estate Accelerator Program (Reap), Angellist",2021,March
northern arc,Fintech,Chennai,415.0,Debt,"Asian Development Bank, U.S. Interunknowntiounknownl Development Fiunknownnce Corp",2021,March
doubtnut,Edtech,Gurgaon,249.0,Series B,"Omidyar Network, Tencent Holdings",2021,February
inframarket,Construction,Thane,830.0,Series C,"Innoven Capital, Nexus Venture Partners",2021,February
comofi medtech,Heathtech,Bangalore,1.66,Unknown,Ciie.Co,2021,February
kutuki,Edtech,Bangalore,16.6,Seed,Omidyar Network India,2021,February
eupheus,Edtech,Delhi,33.2,Series B,"Yuj Ventures, Sixth Sense Ventures",2021,February
kreditbee,Fintech,Bangalore,622.5,Series C,"Premji Invest, Mirae Asset Naver Asia Growth Fund, Alpine Capital",2021,February
pencil,Content Publishing,Mumbai,8.3,Pre-Series A,"Inflection Point Ventures, Sucseed Venture Partners",2021,February
marquee equity,Fintech,Mumbai,31.54,Unknown,"Capital One, Arrowroot Capital",2021,February
uptimeai,AI,Bangalore,12.45,Seed,Yournest Venture Capital,2021,February
wizklub,Edtech,Bangalore,6.64,Pre-Series A,Incubate Fund India,2021,February
zolve,Fintech,Bangalore,124.5,Seed,"Kuunknownl Shah, Greg Kidd",2021,February
medibuddy,Edtech,Bangalore,24.9,Debt,"Innoven Capital, Teamfund",2021,February
pariksha,Edtech,Pune,16.6,Pre-Series A,"Venture Catalysts, 9Unicorns Accelerator Fund",2021,February
express stores,Ecommerce,Gurgaon,8.3,Seed,"Venture Highway, Rohit Bansal",2021,February
avataar ventures,Fintech,Bangalore,830.0,Unknown,Unknown,2021,February
phable,Healthcare,Bangalore,99.6,Series A,"Fresco Capital, Social Starts",2021,February
supply6,Helathcare,Bangalore,0.83,Seed,"Rohit Goutamchand, India Cxo Fund",2021,February
swajal,Water Purification,Gurgaon,13.28,Pre-Series A,"Rajasthan Venture Capital Fund, Acpl Exports",2021,February
bharat pe,Fintech,Delhi,830.0,Series D,"Amplo, Insight Partners",2021,February
filo,Edtech,Delhi,2.16,Pre-Seed,Better Capital,2021,February
method madness,Real Estate,Mumbai,16.6,Seed,Justin Mateen,2021,February
edufund,Fintech,Gujarat,2.49,Pre-Seed,View Trade Holding Corp,2021,February
pepperfry,Ecommerce,Mumbai,249.0,Debt,"Innoven Capital, Bertelsmann India Investments",2021,February
zingavita,Healthcare,Chandigarh,3.32,Unknown,Anicut Angel Fund,2021,February
verse innovation,Innovation Management,Bangalore,8300.0,Series H,"Caunknownan Valley Capital, Glade Brook Capital Partners",2021,February
supersourcing,Software,Indore,1.66,Seed,"Vijay Shekhar Sharma, Dr Ritesh Malik",2021,February
automatapi,Automation,Powai,3.32,Seed,Indian Angel Network,2021,February
newton school,Edtech,Bangalore,41.5,Series A,"Rtp Global, Harshil Mathur",2021,February
tendercuts,Food,Chennai,124.5,Unknown,"Paragon Partners, Nabventures",2021,February
siply,Fintech,Bangalore,8.3,Seed,Inflection Point Ventures,2021,February
sarvagram,Fintech,Mumbai,83.0,Series B,Elevation Capital,2021,February
unlu,Celebrity Engagement,Gurgaon,8.3,Seed,Expert Dojo,2021,February
globalfair,Trading,Gurgaon,16.6,Seed,"Saama Capital, India Quotient",2021,February
eduvanz,Fintech,Mumbai,83.0,Debt,"Incred Fiunknownncial Services, Vivriti Capital, Northern Arc Capital",2021,February
owo,Ecommerce,Gurgaon,1.66,Unknown,Ah! Ventures,2021,February
progcap,Fintech,Delhi,8.3,Debt,"Somak Ghosh, M V Nair",2021,February
abl workspaces,Hospitality,Delhi,4.98,Pre-Series A,Wurk,2021,February
nazara,Gaming,Mumbai,83.0,Unknown,"Plutus Wealth Maunknowngement, Turtle Entertainment",2021,February
scentials,Personal Care,Mumbai,49.8,Unknown,"Ambiga Subramanian, Goutham Ekollu",2021,February
splashlearn,Edtech,Gurgaon,149.4,Series C,"Accel, Owl Ventures",2021,February
maya,Healthcare,Bangalore,18.26,Seed,Rajan Aunknowndan,2021,February
goto,Transportation,Ghaziabad,1.25,Unknown,Jesse Lucas,2021,February
medibuddy,Healthcare,Bangalore,332.0,Series B,"Idfc Private Equity, Bessemer Venture Partners",2021,February
zetwerk,Ecommerce,Bangalore,996.0,Series D,"Sequoia Capital, Accel",2021,February
remedico,Healthcare,Hyderabad,4.15,Unknown,"Venture Catalysts, Tahseen Consulting",2021,February
satya microcapital,Fintech,Delhi,166.0,Unknown,"Blueorchard Fiunknownnce S A, Gojo, Company",2021,February
yourphysio,Healthcare,Nagpur,2.9,Pre-Seed,"Better Capital, Titan Capital",2021,February
aviom housing finance,Fintech,Delhi,8.3,Debt,"Gojo, Company",2021,February
hemp horizons,Cannabis,Noida,1.66,Seed,Mumbai Angels,2021,February
mpl,Gaming,Bangalore,788.5,Unknown,"Pegasus Tech Ventures, Base Partners",2021,February
koo,Blogging,Bangalore,34.03,Series A,"3One4 Capital, Accel",2021,February
innerhour,Healthcare,Mumbai,43.16,Series A,"Hitesh Oberoi, Lightbox",2021,February
origo,Agritech,Gurgaon,83.0,Debt,Yes Bank,2021,February
elucidata,Biotechnology,Delhi,41.5,Pre-Series A,Hyperplane Venture Capital,2021,January
saveo,Healthcare,Bangalore,33.2,Seed,"Matrix Partners, Rtp Global",2021,January
dotpe,Fintech,Gurgaon,66.4,Seed,"Info Edge, Ruizheng Investment",2021,January
taskmo,B2B,Bangalore,11.62,Unknown,Quess Corp India,2021,January
mastermentors,Edtech,West Bengal,12.45,Unknown,Unknown,2021,January
ruptok,Fintech,Delhi,83.0,Unknown,Wurk,2021,January
seevc,Technology,Delhi,8.3,Seed,Jimmy Singh,2021,January
junio,Edtech,Delhi,8.3,Unknown,"Kuunknownl Shah, Deepak Abbot",2021,January
venwiz,B2B,Bangalore,2.49,Seed,"Accel, Nexus Venture",2021,January
vista rooms,Hospitality,Mumbai,8.3,Unknown,"Singapore Angel Network, Artha India Ventures",2021,January
makers hive,Technology,Hyderabad,74.7,Unknown,"Starfish Growth Partners, Investpad",2021,January
headfone,Social Audio,Bangalore,24.9,Seed,Hashed,2021,January
mpl,Gaming,Bangalore,41.5,Unknown,"Pegasus Tech Ventures, Base Partners",2021,January
growfix,Fintech,Bangalore,16.6,Seed,"Zerodha'S Rainmatter Capital, Better Capital",2021,January
bombay shaving,Fashion And Lifestyle,Delhi,49.8,Unknown,"Sixth Sense Ventures, Colgate Palmolive",2021,January
dunzo,Delivery,Bangalore,332.0,Series E,"Lightbox, Evolvence India Fund",2021,January
beyondskool,Edtech,Mumbai,16.6,Seed,Tomorrow Capital,2021,January
mindler,Edtech,Delhi,8.3,Pre-Series A,"Inflection Point Ventures, Dlabs",2021,January
fashinza,B2B Manufacturing,Gurgaon,21.58,Seed,"Accel, Elevation Capital",2021,January
bharat pe,Fintech,Delhi,49.8,Debt,"Innoven Capital, Steadview Capital",2021,January
turnip,Gaming,Bangalore,13.28,Seed,Elevation Capital,2021,January
furlenco,Home Decor,Bangalore,16.6,Unknown,Blacksoil Capital,2021,January
inficold,Solar,Delhi,7.47,Pre-Series A,Shell Foundation,2021,January
kiwi,Taas,Delhi,2.08,Seed,"Pointone Capital, Core91 Vc",2021,January
bharat pe,Fintech,Delhi,83.0,Debt,"Innoven Capital, Steadview Capital",2021,January
mfine,Healthcare,Bangalore,132.8,Unknown,"Blockchain Capital, Sbi Ven Capital",2021,January
udayy,Edtech,Gurgaon,20.75,Seed,Alpha Wave Incubation,2021,January
lohum,Ev,Noida,58.1,Unknown,"Baring Private Equity Partners India, Talbros",2021,January
darwinbox,Hr,Hyderabad,124.5,Unknown,"Sequoia Capital, 3One4 Capital",2021,January
dehaat,Agritech,Patna,249.0,Series C,"Prosus Ventures, Rtp Global",2021,January
samunnati,Agritech,Chennai,83.0,Debt,"U.S. Interunknowntiounknownl Development Fiunknownnce Corp, Responsability",2021,January
biconomy,Blockchain,Delhi,12.45,Seed,"Biunknownnce Labs, Zee Prime Capital",2021,January
true elements,Food,Pune,8.3,Unknown,Rpunknownsanjiv Goenka Group,2021,January
siply,Fintech,Bangalore,8.3,Seed,Inflection Point Ventures,2021,January
nao spirits beverages,Beverages,Delhi,16.6,Series A,Unknown,2021,January
purpletutor,Edtech,Mumbai,2.49,Seed,Ivycap Ventures,2021,January
karkhanaio,Manufacturing,Mumbai,12.45,Seed,Zone Startups In,2021,January
ssa finserv,Fintech,Mumbai,24.9,Unknown,Blue Ashva Capital,2021,January
coinswitch kuber,Cryptocurrency,Bangalore,124.5,Series A,"Ribbit Capital, Kuunknownl Shah",2021,January
paperfly,Ecommerce,Bangalore,91.3,Unknown,Ecom Express,2021,January
inframarket,Ecommerce,Thane,49.8,Debt,Innoven Capital,2021,January
readyassist,Vehicle Repair,Bangalore,8.3,Seed,Satish Grampurohit,2021,January
chalo,It,Mumbai,58.1,Unknown,"Amit Singhal, Raine Ventures",2021,January
unacademy,Edtech,Bangalore,415.0,Unknown,"Tiger Global, Dragoneer Investment Group, Steadview Capital, General Atlantic",2021,January
ergos,Agritech,Samsitpur,24.9,Series A,"Cdc Group, Aavishkaar Venture Capital",2021,January
knocksense,Media,Lucknow,1.66,Unknown,"Mumbai Angels, Amitesh Pandey",2021,January
pariksha,Edtech,Pune,14.94,Unknown,"Venture Catalysts, 9Unicorns Accelerator Fund",2021,January
toothsi,Healthcare,Mumbai,41.5,Series A,Think Investments,2021,January
jumbotail,Food,Bangalore,118.69,Series B,"Nexus Venture Partners, 23 High Networth Individuals (Hnis)",2021,January
phi commerce,Fintech,Pune,33.2,Series A,"Yatra Angel Network, Beenext",2021,January
zupee,Gaming,Gurgaon,83.0,Unknown,"Orios Venture Partners, Matrix Partners",2021,January
finsall,Fintech,Bangalore,2.49,Seed,Unicorn India Ventures,2021,January
legalwizin,Legaltech,Ahmedabad,4.15,Unknown,Contcentric,2021,January
practically,Edtech,Telangana,33.2,Other,Siaunknown Capital,2021,January
cred,Fintech,Bangalore,672.3,Series C,"Dst Global, General Catalyst",2021,January
devic earth,Pollution Control Equiptment,Bangalore,8.3,Unknown,Blue Ashva Capital,2021,January
zerone,Fintech,Gurgaon,10.79,Pre-Series A,Anthill Ventures,2021,January
boat,Fashion & Lifestyle,Mumbai,830.0,Private Equity,"Innoven Capital, Innoven Capita",2021,January
pocket aces,Media,Mumbai,16.6,Unknown,"3One4 Capital, Dsp Group",2021,January
kyt,Edtech,Bangalore,41.5,Series A,Alpha Wave Incubation,2021,January
imumz,Healthcare,Bangalore,2.49,Unknown,"Enzia Ventures, Angellist",2021,January
bharat pe,Fintech,Delhi,68.06,Debt,"Steadview Capital, Insight Partners",2021,January
cropin,Agritech,Bangalore,166.0,Series C,"Invested Development, Pratithi Investment Trust",2021,January
udaan,Ecommerce,Bangalore,2324.0,Unknown,"Octahedron Capital, Moonstone Capital",2021,January
vanity wagon,Cosmetics,Haryana,1.66,Seed,"Dhianu Das, Agility Venture Partners",2021,January
oyo,Hospitality,Gurgaon,58.1,Series F,Hindustan Media Venture,2021,January
blacksoil,Fintech,Mumbai,33.2,Unknown,Awign Enterprises,2021,January
hobspace,Edtech,Mumbai,0.83,Pre-Series A,"Siddharth Bhaskar Shah, Upsparks",2021,January
dcodeai,Edtech,Delhi,4.15,Unknown,S Chand,2021,January
biocon biologics,Biotechnology,Bangalore,581.0,Unknown,"Goldman Sachs, Tata Capital",2021,January
kiranakart,Ecommerce,Mumbai,5.98,Pre-Seed,Global Founders Capital,2021,January
meddo,Healthcare,Gurgaon,24.9,Pre-Series A,"Growx Ventures, Venture Gurukool",2021,January
mooofarm,Information&Technology,Gurgaon,137.78,Series A,Accel And Aditya Birla Ventures,2022,December
healthkart,Ecommerce,Gurgaon,162.68,Series H,A91 Partners And Kae Capital,2022,December
onegreen,Ecommerce,Gurgaon,12.45,Seed,Sandhar Technologies And Sunil Kamath,2022,December
algobulls,Fintech,Mumbai,20.75,Seed,. Sharath Kumar And Yuvraj A. Thakker,2022,December
swageazy,Marketing,Gurgaon,5.81,Seed,Anicut Capital And Dhruv Toshniwal,2022,December
amikus ai,AI,Bangalore,96.69,Seed,Inflection Point Ventures And Entrepreneur First,2022,December
onsite,Healthcare,Cumberland Furnace,124.5,Series A,Unknown,2022,December
swageazy,Marketing,Gurgaon,581.0,Seed,Anicut Capital And Dhruv Toshniwal,2022,December
vidyut tech,Electric Vehicle,Bangalore,323.7,Seed,. Veda Vc And Sujeet Kumar,2022,December
mabel,Jewellery,Bangalore,124.5,Seed,. Incubate Fund India And Whiteboard Capital,2022,December
uolo,Information Technology,Gurgaon,2116.5,Series A,Morphosis Venture Capital And Winter Capital,2022,December
varaha,Agtech,Delhi,33.2,Seed,. Kuunknownl Shah And Orios Venture Partners,2022,December
contlo,Analytics,Newark,348.6,Seed,Varun Sadaunknown And Titan Capital,2022,December
inmed prognostics,Healthcare,Pune,182.6,Seed,. Exxora And Rich Research And Innovation Circle Of Hyderabad,2022,December
thingsup,Internet,Pune,584.82,Seed,Lead Angels Network,2022,December
zoivane pets,Industry,Surat,5848.18,Seed,Gvfl And We Founder Circle,2022,December
galaxeye,Sattelite Connection,Chennai,29.05,Seed,. Anicut Capital And Nithin Kamath,2022,December
hexo,Software,Bangalore,224.1,Pre-Seed,Antler India,2022,December
virgio,Product Design,Bangalore,1162.0,Series A,Kuunknownl Shah And Prosus Ventures,2022,December
grow indigo,Agritech,Mumbai,49.8,Seed,Mahyco Seeds Ltd. And Indigo,2022,December
waycool foods,Food,Chennai,3353.2,Unknown,. Trifecta Capital Advisors And Trifecta Capital Advisors,2022,December
the ayurveda experience,Healthcare,Singapore,622.5,Unknown,Riverwalk Holdings And Fireside Ventures,2022,December
decentro,Fintech,Bangalore,390.1,Series A,Leonis Investissement And Kuunknownl Shah,2022,November
the meat chop,Food &Beverages,Chennai,5.81,Seed,Jai Kumar And Mohan Karuppiah,2022,November
moeving,Automotive,Gurgaon,102.92,Seed,Jsw Ventures And Stride Ventures,2022,November
almabetter,Educaton,Bangalore,17.93,Seed,Varun Alagh And Rajesh Yabaji,2022,November
solarsquare energy,Renewable Energy,Mumbai,99.6,Series A,Lowercarbon Capital And Vidit Aatrey,2022,November
cashkaro,Ecommerce,Gurgaon,250.66,Series C,Affle And Korea Investment Partners,2022,November
