Company_Cleaned,Total_Funding,Max_Funding,Num_Rounds,Sector,Location,Rounds,Years,Investors,Last_Year
oyorooms,2174.6,830.0,3,Hospitality,Gurgaon,"Other, Private Equity","2015, 2016, 2018","Didi Chuxing, SoftBank, SoftBank, Greenoaks Capital, Sequoia Capital, \\Xc2\\Xa0 Lightspeed India",2018
globalbees,2166.3,1245.0,2,Ecommerce,Delhi,"Series B, Series A",2021,"Premji Invest, Steadview Capital, Firstcry, Lightspeed",2021
finova capital,2166.3,1120.5,4,Consumer Internet,Jaipur,"Private Equity, Unknown, Series E","2018, 2020, 2022, 2024","Sequoia Capital, Sequoia Capital, Faering Capital, Norwest Venture Partners, Maj Invest, Avataar Venture Partners﻿, Sofiunknown﻿, Madison India Capital﻿, And Norwest Venture Partners",2024
uolo,2133.1,2116.5,2,Edtech,Bangalore,"Seed, Series A","2020, 2022","Rajul Garg, Purvi Capital, Morphosis Venture Capital And Winter Capital",2022
nazara,2130.2,855.0,6,Technology,Mumbai,"Private Equity, Unknown, Other, Acquisition, Unspecified Round","2017, 2021, 2024, 2025","Rakesh Jhunjhunwala, Hornbill Capital Advisers, Plutus Wealth Maunknowngement, Plutus Wealth Maunknowngement, Turtle Entertainment, Sbi Mutual Fund, Caratlane Founder Mithun Sacheti, Aamara Capital, Think Investments Among Others, Acquired Fusebox Games Limited, Axaunknown Estates Llp, Arpit Khandelwal, Mithun Sacheti",2025
jumbotail,2106.54,996.0,7,Ecommerce,Bangalore,"Private Equity, Series B, Series C, Debt, Series D","2017, 2020, 2021, 2025","Kalaari Capital, Nexus India Capital Advisors, Nexus Venture Partners And 23 High Networth Individuals (Hnis), Nexus Venture Partners, Capria Ventures, Invus, Alteria Capital, Nexus Venture Partners, 23 High Networth Individuals (Hnis), Sc Ventures, Artal Asia",2025
browserstack,2075.0,1660.0,2,Technology,Mumbai,"Private Equity, Series B","2018, 2021",Accel,2021
mpl,2033.5,788.5,5,Gaming,Bangalore,"Unknown, Series C, Series B","2020, 2021","Pegasus Tech Ventures, Base Partners, Base Partners, Go Ventures, Sequoia Capital, Times Internet",2021
pepperfry,2031.51,830.0,6,Consumer Internet,Mumbai,"Private Equity, Series F, Debt","2015, 2016, 2018, 2020, 2021, 2025","State Street Global Advisors, Goldman Sachs Group, Zodius Technology Fund, Norwest Venture Partners, Bertelsmann India, Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners., Pidilite Industries, Innoven Capital, Bertelsmann India Investments, Norwest Venture Partners",2025
cartrade,2012.75,1203.5,3,Consumer Internet,Mumbai,"Private Equity, Series H","2016, 2017, 2020","Temasek Holdings, Temasek Holdings, March Capital, Warburg Pincus, Pincus, Jp Morgan, Temasek, March Capital",2020
fourkites,2004.45,2004.45,1,Software,Chicago,Unknown,2022,"Mitsui, Co And Fedex",2022
zilingo,1957.97,1875.8,3,Ecommerce,India,"Series D, Private Equity","2015, 2016, 2019","Sequoia Capital And Temasek Holdings, Edbi, Burda Principal Investments, And Sofiunknown, Venturra Capital, Sequoia India, Susquehanunknown Interunknowntiounknownl Group.\\Xc2\\Xa0 Wavemaker Partners, Beenext, Beenos, Digital Garage, Sequoia India, Beenext Ventures, Kuunknownl Shah, Sandeep Tandon",2019
five star finance,1942.2,1942.2,1,Fintech,Chennai,Unknown,2021,"Tpg Capital Asia, Epiq Capital",2021
myntra,1941.7,1029.2,3,Ecommerce,Bangalore,"Unknown, Other","2022, 2025","Fk Myntra Holdings, Quickroutes Interunknowntiounknownl, Fk Myntra Holdings, Flipkart (Parent Company)",2025
lenskartcom,1917.3,1917.3,1,Ecommerce,Faridabad,Series G,2019,SoftBank,2019
quikr,1909.0,1245.0,3,Consumer Internet,Mumbai,Private Equity,"2015, 2016","Brand Capital, Ab Kinnevik, Falcon Edge Capital, Coatue Maunknowngement, Tiger Global, Investment Ab Kinnevik, Steadview Capital",2016
asteria aerospace,1909.0,1909.0,1,Robotics & Ai,Bangalore,Unknown,2020,Reliance Industries,2020
credavenue,1884.1,1137.1,2,Fintech,Chennai,"Series A, Series B","2021, 2022","Sequoia Capital, Lightspeed, Tvs Capital Funds, Insight Partners, B Capital Group, Dragoneer Investment Group",2022
stellaris venture partners,1867.5,1867.5,1,Venture Capital,Bangalore,Unknown,2021,Unknown,2021
ecom express,1850.8999999999999,1137.1,4,Logistics,Delhi,"Private Equity, Unknown","2015, 2017, 2020, 2021","Warburg Pincus, Cdc Group, Cdc Group, Partners Group",2021
dealshare,1842.6100000000001,1195.2,6,Ecommerce,Jaipur,"Series C, Unknown, Debt, Series E","2020, 2021, 2022","Falcon Edge Capital, Omidyar Network, Tiger Global, Tiger Global Maunknowngement, Innoven Capital, Omidyar Network, Falcon Edge Capital, Abu Dhabi Investment Authority And Twenty Nine Capital Partners, Abu Dhabi Investment Authority",2022
flipkart,1840.3799999999999,589.3,6,Ecommerce,Bangalore,"Private Equity, Unknown","2015, 2017, 2020","SoftBank, Naspers, Microsoft, Ebay, Tencent Holdings, Bennett, Coleman And Co. Ltd (Bccl), Morgan Stanley, Tencent Holdings, Walmart",2020
digital mall asia,1826.0,1826.0,1,Ecommerce,Delhi,Seed,2019,Amour Infrastructure,2019
pb healthcare,1809.4,1809.4,1,Healthcare,Gurgaon,Equity,2025,"General Catalyst, Pb Fintech",2025
ivycap ventures,1784.5,1784.5,1,Investment Management,Mumbai,Unknown,2022,Unknown,2022
oxyzo,1760.0,1660.0,2,Fintech,Gurgaon,"Series A, Debt","2022, 2025","Tiger Global, Alpha Wave, Ak Capital Fiunknownnce",2025
hike,1747.5,1452.5,2,Consumer Internet,Delhi,"Private Equity, Unknown","2016, 2022","Tencent Holdings, Foxconn Technology Group, Tiger Global, SoftBank, Bharti Enterprises, Polygon",2022
foodpanda,1743.0,913.0,2,Online Food Delivery,Gurgaon,Private Equity,2015,"Goldman Sachs, Rocket Internet, Rocket Internet Ag, Others",2015
physicswallah,1743.0,1743.0,1,Edtech,Unknown,Series B,2024,"Hornbill Capital, Westbridge Capital, And Lightspeed Venture Partners",2024
appsflyer,1743.0,1743.0,1,SaaS,Bangalore,Series D,2020,General Atlantic,2020
bounce,1734.7,871.5,3,Automotive And Rentals,Bangalore,"Unknown, Series D",2020,"Innoven Capital, Accel, B Capital",2020
ather energy,1730.8,600.0,6,Automobile,Bangalore,"Series C, Private Equity, Series D, Unspecified Round","2015, 2016, 2019, 2020, 2024","Sachin Bansal, Hero Motocorp, Tiger Global, Heromotocorp Ltd And Sachin Bansal, Natiounknownl Investment And Infrastructure Fund (Niif)",2024
shopclues,1723.9099999999999,830.0,3,Ecommerce,Gurgaon,Private Equity,"2015, 2016, 2017","Innoven Capital, Gic, Tiger Global Maunknowngement, Nexus Venture Partners, Tiger Global, Other Investors",2017
damensch,1709.8,1577.0,3,Ecommerce,Bangalore,"Unknown, Series B","2020, 2022","Whiteboard Capital, Matrix Partners, Saama Capital And Matrix Partners India, A91 Partners",2022
inmobi,1660.0,830.0,2,Mobile Advertising,Bangalore,"Private Equity, Debt","2015, 2024","Tennenbaum Capital Partners, Others, Mars Growth Capital (Mufg And Liquidity Group)",2024
inmobis glance,1660.0,1660.0,1,Software,Bangalore,Unknown,2022,Jio Platforms,2022
furtados school of music,1660.0,1660.0,1,Edtech,Tulangan,Unknown,2019,Ian Fund And Dsg Consumer Partners,2019
paytm marketplace,1660.0,1660.0,1,Ecommerce,Bangalore,Private Equity,2017,Alibaba,2017
interviewbit,1660.0,1660.0,1,Edtech,Pune,Series A,2020,"Tiger Global Maunknowngement, Sequoia Capital, Singapore’S Economic Development Board (Ebd)",2020
epiq capital,1660.0,1660.0,1,Fintech,Mumbai,Private Equity,2017,Global Institutiounknownl Investors,2017
newlink,1660.0,1660.0,1,Technology,Beijing,Unknown,2021,Bain Capital,2021
trifecta capital,1660.0,1660.0,1,Venture Capital & Private Equity,Gurgaon,Unknown,2022,Unknown,2022
stelis biopharma,1618.5,1618.5,1,Biotechnology,Bangalore,Series B,2021,"Routeone, Mankekar Family Office",2021
lendingkart,1614.25,722.1,10,Fintech,Bangalore,"Private Equity, Debt, Series D, Unknown","2015, 2016, 2017, 2018, 2020, 2021, 2022","Fullerton Fiunknownncial Holdings Pte Ltd, Others, Nederlandse Fiunknownncieringsunknownmaatschappij Voor Ontwikkelingslanden N.V., Yes Bank, Anicut Capital, Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient, Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta, Fullerton Fiunknownncial Holdings, Bertelsmann India Investments, Sistema Asia Fund, Indiaquotient, Bertelsmann India Investments, Fullerton Fiunknownncial Holdings, Blueorchard Fiunknownnce",2022
makemytrip,1577.0,1494.0,2,Consumer Internet,Gurgaon,Private Equity,"2016, 2018","Makemytrip Limited, Ctrip.Com Interunknowntiounknownl Ltd",2018
cuemath,1567.77,1008.45,6,Technology,Delhi,"Private Equity, Series C, Series B, Unknown","2016, 2017, 2020, 2022","Capitalg, Sequoia India, Sequoia Capital, Unitus Seed Fund, Sequoia Capital, Capitalg, Trifecta Capital, Manta Ray Ventures Limited, Google’S Capital G, Sequoia India., Sequoia Capital India And Unitus Ventures",2022
ultraviolette,1549.3,1245.0,3,Automotive,Bangalore,"Series C, Unknown","2021, 2024, 2025","Tvs Motor, Zoho, Zoho Corporation, Lingotto Counknowninvest Fund I, Mudhal Partners, Others, Tdk Ventures",2025
lead school,1543.8,830.0,4,Edtech,Mumbai,"Series C, Series D, Unknown","2020, 2021, 2022","Westbridge Capital, Elevar Equity, Gsv Ventures, Westbridge Capital, Westbridge Capital",2022
healthkart,1532.18,1269.9,3,Ecommerce,Gurgaon,"Private Equity, Series H, Unspecified Round","2016, 2022, 2024","Sequoia Capital, Omidyar Network, Kae Capital, A91 Partners And Kae Capital, Chryscapital, Motilal Oswal Alterunknowntes",2024
kissht,1531.35,1182.75,4,Fintech,Mumbai,"Private Equity, Unknown","2017, 2018, 2022","Vertex Ventures Southeast Asia (Sea) And India And Sistema Asia Fund, Fosun Rz Capital, Ventureast, And Endiya Partners.\\N\\N, Endiya Partners, Ventureast, Brunei Investment Agency And Endiya Partners, Trifecta Capital, Northern Arc",2022
homelane,1526.79,415.0,9,Consumer Internet,Bangalore,"Other, Private Equity, Bridge, Series D, Series E","2015, 2017, 2018, 2020, 2021, 2024","Brand Capital, Accel, Sequoia Capital, Rb Investments, Sequoia Capital, Sequoia Capital, Ranjan Pai, Mohandas Pai, Others, Accel, Sequoia Capital, Evolvence India, Jsw Ventures, Evolvence India Fund (Eif), Pidilite Group, Fj Labs, Iifl Amc, Oman India Joint Investment Fund, Hero Enterprise",2024
curefood,1521.39,1521.39,1,Food,Bangalore,Series C,2022,Potential Ventures And Nb Venture,2022
rivigo,1513.92,622.5,7,Technology,Gurgaon,"Series F, Private Equity, Unknown","2015, 2016, 2017, 2019, 2020","Saif Partners, Spring Canter Investment Ltd., Private Sector Banks (Debt Funding), Warburg Pincus, Saif Partners And Others, Elevation Capital, Trifecta Capital Advisors, Trifecta Capital, Saif Partners India Vi Ltd, Spring Canter Investment Ltd",2020
box8,1460.8,996.0,6,Consumer Internet,Mumbai,"Private Equity, Unknown","2015, 2016, 2017, 2020, 2021","Trifecta Capital, Iifl Seed Ventures Fund, Mayfield Ventures, Mayfield Ventures, Iifl Seed Ventures Fund, Menlo Park, Tiger Global",2021
taimei,1460.8,1460.8,1,Healthcare,Jiaxing,Unknown,2020,"Cowin Venture, Zsvc",2020
byjuxe2x80x99s,1452.5,622.5,4,Consumer Internet,Bangalore,Private Equity,"2016, 2017","Tencent Holdings, Interunknowntiounknownl Fiunknownncial Corporation, Chan Zuckerberg Initiative, Times Internet Ltd, Sequoia Capital, Sofiunknown, Lightspeed Ventures, Sequoia India, Sofiunknown",2017
practo,1452.5,747.0,3,Consumer Internet,Bangalore,Private Equity,"2015, 2017","Tencent, \\Xc2\\Xa0 Ruunknownnet, Rsi Fund, Thrive Capital, Sofiunknown, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners, Sequoia Capital, Matrix Partners",2017
classplus,1440.81,581.0,6,Edtech,Noida,"Unknown, Series B, Pre-Series A, Series C, Series D","2020, 2021, 2022","Spiral Ventures, Surge, Rtp Global, Blume Ventures, Sequoia Capital, Tiger Global, Alpha Wave Ventures And Chimera Investm, Tiger Global, Alpha Wave Global",2022
conscent,1432.58,1432.58,1,Information&Technology,Delhi,Unknown,2022,Pitchright Venture And Vijay Sivaram,2022
pristyn care,1427.6,796.8,4,Healthcare,Gurgaon,"Unknown, Series B, Series E, Series D","2020, 2021","Sequoia Capital, Hummingbird Ventures, Sequoia India, Hummingbird Ventures, Greenoaks Capital, Angellist., Kuunknownl Shah, Deepinder Goyal, Abhiraj Singh Bhal",2021
medibuddy,1419.3,1037.5,4,Heathcare,Bangalore,"Unknown, Debt, Series B, Series C","2021, 2022","Stride Ventures, Innoven Capital, Innoven Capital, Teamfund, Idfc Private Equity, Bessemer Venture Partners, Quadria Capital, Lightrock India",2022
servify,1415.24,949.52,6,Industry,Mumbai,"Series C, Unknown, Series D","2020, 2022, 2024","Blume Ventures, Tetrao, Iron Pillar, Blume Ventures, Barkawi, Singularity Growth Opportunities Fund And Beenext, Bajaj Holdings, Trifecta, Innoven Capital",2024
infarm,1411.0,1411.0,1,Agritech,Berlin,Series C,2020,"Bonnier Ventures, Haunknownco Venture Capital",2020
apna,1411.0,830.0,2,Recruitment,Bangalore,"Series C, Series B",2021,"Tiger Global, Sequoia Capital, Rocketship.Vc",2021
zoomcar,1384.44,763.6,6,Consumer Internet,Bangalore,"Private Equity, Series D, Unknown","2015, 2016, 2020, 2021","Ford Smart Mobility Llc, Sequoia Capital, Empire Angels, Ngp, Sequoia Capital, Sony Innovation Fund, Zoomcar Inc, Sternaegis Ventures",2021
gaana,1377.8,954.5,2,Technology,Gurgaon,"Private Equity, Unknown","2018, 2020","Tencent Holdings Ltd, Times Internet, Tencent Holdings, Times Internet",2020
trell,1371.58,830.0,7,Video,Bangalore,"Seed, Other, Series A, Pre-Series A, Unknown, Series B","2018, 2019, 2020, 2021","Ruizheng Investment, Beenext, Weh Ventures And Sprout Ventures, Ktb Network, Samsung Ventures, Ankur Nagpal, Gokul Rajaram, Vineet Buch, Sequoia’S Surge, Fosun Rz, Ruizheng Investment, Tej Kapoor, Krinshavataram Venkata Vinjamuri, Harsh Shah, Amazon, Mirae Asset, H, M",2021
kinara capital,1365.35,1274.05,3,Fintech,Bangalore,"Private Equity, Unknown","2018, 2021, 2022","Responsability, Gawa Capital, Gaja Capital, Nuveen Investments And British Interunknowntiounknownl Investment",2022
mamaearth,1361.79,431.6,6,Healthcare,Gurgaon,"Private Equity, Series A, Unknown","2018, 2020, 2021, 2022","Stellaris Ventures, Others, Sequoia India, Sequoia Capital, Sofiunknown Ventures Sa, Evolvence India Fund And Sofiunknown",2022
healthquad,1328.0,1328.0,1,Venture Capital And Private Equity Principals,Delhi,Unknown,2022,"Msd, The Global Biopharmaceutical Company",2022
khatabook,1328.0,830.0,2,Fintech,Bangalore,"Series B, Series C","2020, 2021","B Capital Group, Tribe Capital, Moore Strategic Ventures (Msv)",2021
lummo,1328.0,664.0,2,SaaS,Bangalore,Series C,2022,"Jeff Bezos, Tiger Global, Sequoia Capital",2022
fourth partner energy,1311.4,1037.5,4,Solar Power,Hyderabad,"Private Equity, Unknown","2015, 2020, 2021","Infuse Ventures, The Chenunknowni Angels, Responsability, Grameen Impact India (Giii), Responsability Investments Ag, Norfund, The Rise Fund",2021
kreditbee,1311.4,622.5,3,Fintech,Bangalore,"Unknown, Seed, Series C",2021,"Newquest Capital Partners, Motilal Oswal Private Equity, Alpine Capital, Premjiinvest, Premji Invest, Mirae Asset Naver Asia Growth Fund, Alpine Capital",2021
giva,1302.6,514.6,4,Luxury Goods & Jewelry,Bangalore,"Series A, Series B, Unknown, Series C","2022, 2024, 2025","Sixth Sense Ventures, A91 Partners, Premji Invest, Epiq Capital, Edelweiss Discover Fund, Creaegis, Premji Invest, Epiq Capital, Edelweiss Discovery Fund, Creaegis",2025
furlenco,1298.12,830.0,8,Technology,Bangalore,"Debt, Private Equity, Unknown, Series C","2015, 2016, 2017, 2020, 2021","Aamir Khan, Lightbox Ventures, Axis Capital, Others, Lightbox Ventures And Others, Lightbox Ventures, Chowdry Associates, Lightbox, Chowdry Associates, Zinnia Global, Blacksoil Capital",2021
citymall,1286.5,622.5,4,Ecommerce,Gurgaon,"Series B, Series A, Series C, Series D","2021, 2022, 2025","General Catalyst, Jungle Ventures, Waterbridge Ventures, Saif Partners, Norwest Venture Partners, Accel",2025
tekion,1245.0,1245.0,1,AI,San Ramon,Series C,2020,"Alliance Ventures, Storm Ventures",2020
ruangguru,1245.0,1245.0,1,Edtech,Mumbai,Series C,2020,General Atlantic,2020
freshworks,1245.0,1245.0,1,Software,San Francisco,Series H,2019,"Sequoia Capital, Capitalg, Accel",2019
the good glamm,1245.0,1245.0,1,Information Technology &,Pune,Series D,2021,"Warburg Pincus﻿, Prosus Ventures",2021
captain fresh,1240.59,415.0,7,Food & Logistics,Bangalore,"Pre-Series A, Series B, Series A, Seed, Series C, Unspecified Round, IPO","2020, 2021, 2022, 2024, 2025","Ankur Capital, Tiger Global, Prosus Ventures, Accel, Matrix India, Matrix Partners, Ankur Capital, Prosus Ventures, Tiger Global, Motilal Oswal Wealth Limited, Prosus Ventures, Accel, Tiger Global, Family Office Of Sriharsha Majety (Swiggy), Sid Khanunknown, Sunjay Kapur, Shivalik Prints",2025
aye finance,1236.49,250.0,10,Fintech,Gurgaon,"Debt, Other, Private Equity, Series E, Unknown, Series G","2015, 2017, 2018, 2019, 2020, 2022, 2024","Fintech, Ifmr Capital, Triodos Investment Maunknowngement, Blue Orchard, Saif Partners, Accion, Invest In Vision, Capital G, Alphabet'S Independent Growth Fund, Unknown, Triple Jump, Northern Arc, Abc Impact",2024
glance,1203.5,1203.5,1,AI,Bangalore,Unknown,2020,Mithril Capital Maunknowngement.,2020
infinity fincorp,1203.5,581.0,3,Fintech,Mumbai,"Unknown, Series A, Unspecified Round",2025,"Partners Group, Beams Fintech Fund, Jungle Ventures, Archerman Capital, Magnifico",2025
speedlabs,1187.73,1187.73,1,Edtech,Mumbai,Unknown,2022,Mumbai Angels And Ecosystem Ventures,2022
alteria capital,1172.33,1162.0,2,Fintech,Mumbai,"Other, Debt","2019, 2021","Azim Premji, Binny Bansal, Unknown",2021
capital float,1166.98,415.0,9,Fintech,Bangalore,"Private Equity, Unknown, Series F","2015, 2016, 2017, 2018, 2020, 2021","Amazon, Mahindra And Mahindra Fiunknownncial Services, Ifmr Capital Fiunknownnce, Creation Investments Capital Maunknowngement, Saif Partners, Sequoia Capital, Aspada Ventures, Saif Partners, Sequoia Capital, Aspada, Ribbit Capital, Saif Partners, Sequoia Capital, Amazon, Amazon Inc`, Dinesh J Hinduja, Lightrock India, Triodos Investment Maunknowngement, Saif Partners",2021
virgio,1162.0,1162.0,1,Product Design,Bangalore,Series A,2022,Kuunknownl Shah And Prosus Ventures,2022
twin health,1162.0,1162.0,1,Healthcare,Chennai,Series C,2021,"Sequoia Capital, Iconiq Capital, Perceptive Advisors",2021
zoko,1162.0,1162.0,1,Technology,Bangalore,Seed,2021,Y Combiunknowntor,2021
max healthcare,1162.0,1162.0,1,Healthcare,Delhi,Unknown,2021,"Radiant Life Care Private Ltd, Life Healthcare",2021
freshvnf,1162.0,1162.0,1,Agtech,Mumbai,Seed,2019,Equanimity Ventures,2019
freshtohome,1137.1,1004.3,2,Ecommerce,Bangalore,"Series C, Unknown",2020,"Ascent Capital, Iron Pillar",2020
freecharge,1137.1,664.0,2,Consumer Internet,Mumbai,Private Equity,"2015, 2017","Jasper Infotech Pvt Ltd, Valiant Capital, Tybourne Capital, Sequoia Capital, Runet And Sofiunknown",2017
