Company_Cleaned,Total_Funding,Max_Funding,Num_Rounds,Sector,Location,Rounds,Years,Investors,Last_Year
freshdesk,871.5,456.5,2,Consumer Internet,Chennai,Private Equity,"2015, 2016","Sequoia Capital, Accel, Tiger Global, Google Capital, Accel",2016
varthana,859.88,456.5,4,Fintech,Bangalore,"Private Equity, Series D, Unspecified Round, Debt","2018, 2020, 2024, 2025","Chryscapital, Existing Investors, Elevar Equity, Lgt Impact, Omidyar Network And Kaizen Private Equity Also Participated In The Round, Chryscapital, Blueorchard Microfiunknownnce Fund, Unknown",2025
smallcase,858.22,415.0,3,Fintech,Bangalore,"Series B, Series C, Series D","2020, 2021, 2025","Sequoia Capital, Blume Ventures, Faering Capital, Elev8",2025
skylo,854.9,854.9,1,Iot,Unknown,Series B,2020,SoftBank,2020
refyne,846.6,680.6,2,Fintech,Bangalore,"Series A, Series B","2021, 2022","Dst Global, Rtp Global, Tiger Global",2022
aragen,830.0,830.0,1,Contract R&D And Manufacturing,Hyderabad,Other,2025,Quadria Capital,2025
healthifyme,830.0,622.5,5,Healthcare,Bangalore,"Other, Private Equity, Series C","2016, 2018, 2021","Sistema Asia Fund, Vc Samsung Next, Chiratae Ventures, Inventus Capital, Blume Ventures And Innoven Capital., Sistema Asia Fund, Nb Ventures, Idg Ventures India, Inventus Capital, Blume Ventures, Leapfrog, Khosla Ventures",2021
wellness forever,830.0,830.0,1,Healthcare,Mumbai,Unknown,2020,"Poounknownwalla, Allaunknown Group",2020
book my show,830.0,830.0,1,Consumer Internet,Mumbai,Private Equity,2018,"Tpg Growth, The Rise Fund, Others",2018
3one4 capital,830.0,830.0,1,Venture Capital,Bangalore,Unknown,2020,Unknown,2020
rein games,830.0,415.0,2,Gaming,Noida,"Seed, Pre-Series A","2019, 2020","Manipal Education And Medical Group (Memg), Manipal Education And Medical Group (Memg) Family Office, Titan Capital",2020
fractal analytics,830.0,830.0,1,Technology,Mumbai,Private Equity,2016,Khazaunknownh Nasiounknownl Berhad,2016
raphe mphibr,830.0,830.0,1,Advanced Hardware & Technology,Noida,Unknown,2025,"General Catalyst, Think Investments, Amal Parikh",2025
five star,830.0,830.0,1,Fintech,Chennai,Private Equity,2018,"Tpg, Norwest Venture Partners, Sequoia Capital, Matrix Partners",2018
saavn,830.0,830.0,1,Music Streaming,Mumbai,Private Equity,2015,"Tiger Global Maunknowngement, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",2015
vastu housing,830.0,830.0,1,Housing Finance,Mumbai,Unknown,2024,Prosus,2024
encharge ai,830.0,830.0,1,AI,Usa,Series B,2025,Tiger Global,2025
shape,830.0,830.0,1,Healthcare,Pune,Other,2018,Sandeep Mathur,2018
vmate,830.0,830.0,1,Other,Unknown,Unknown,2020,Alibaba,2020
minio,830.0,830.0,1,Computer Software,Bangalore,Series B,2022,"Softbank Vision Fund 2, Dell Capital, General Catalyst",2022
avataar ventures,830.0,830.0,1,Fintech,Bangalore,Unknown,2021,Unknown,2021
zeta,821.7,415.0,3,Technology,Mumbai,"Private Equity, Unknown, Other","2016, 2022, 2025","Bhavin Turakhia, Multiples, Strategic Investor",2025
zerund,809.83,809.83,1,Manufacturing,Guwahati,Seed,2022,Dreamweaver Investments And Northeast Venture Fund (,2022
digits,809.25,809.25,1,Accounting,San Francisco,Series C,2022,Benchmark And Gv,2022
pratilipi,803.52,398.4,5,Digital Media,Bangalore,"Series B, Private Equity, Series C, Unknown, Series E","2018, 2019, 2020, 2021, 2025","Qiming Venture Partners, Omidyar Network, Tencent, Krafton Inc, Omidyar, Jungle Ventures",2025
icertis,796.8,415.0,4,Consumer Internet,Pune,Private Equity,"2015, 2016, 2017, 2018","Meritech Capital Partners, B Capital Group, Ignition Partners, Greycroft, E.Ventures, \\Xc2\\Xa0 Eight Roads Ventures, Ignition Partners, Greycroft Partners, Fidelity Growth Partners India, Greycroft Partners, Fidelity Growth Partners",2018
amagi,788.5,788.5,1,Broadcast Media,Bangalore,Unknown,2022,"Accel, Norwest, Avataar",2022
credable,774.39,488.04,3,Fintech,Mumbai,"Unknown, Series B","2020, 2021, 2022","Oaks Asset Maunknowngement, Plutus Wealth, Oaks Asset Maunknowngement, Axis Bank And Oaks Asset Maunknowngemen",2022
pocket fm,763.6,539.5,3,Fm,Bangalore,"Series A, Series B, Series C","2020, 2021, 2022","Times Group, Lightspeed, Lightspeed, Times Group, Tanglin Venture Partners, Goodwater Capital, Naver",2022
medikabazaar,753.64,622.5,2,Healthcare,Mumbai,"Series B, Series C","2019, 2021","Ackermans, Van Haaren, Healthquad, Rebright Partners, Toppan Printing, Cdc Group, Creaegis",2021
agrostar,752.8100000000001,581.0,4,Technology,Pune,"Private Equity, Series D, Unspecified Round","2015, 2017, 2021, 2025","Accel, Idg Ventures, Evolvence, Hero Enterprise",2025
netradyne,747.0,747.0,1,AI,Bangalore,Series D,2025,"Point72 Private Investments, Qualcomm Ventures, Pavilion Capital",2025
insurancedekho,747.0,581.0,2,Fintech,Ludhiana,"Unknown, Unspecified Round","2020, 2025","Girunknownrsoft, Beams Fintech Fund, Japan’S Mitsubishi Ufj Fiunknownncial Group (Mufg), And Insurer Bnp Paribas Cardif",2025
open financial,747.0,747.0,1,Fintech,Bangalore,Series C,2021,"Temasek, Google, Sbi Investment",2021
truemeds,747.0,539.5,3,Heathcare,Mumbai,"Series A, Series C","2021, 2025","Infoedge, Unknown, Peak Xv Partners",2025
zinier,747.0,747.0,1,Automation,Bangalore,Series C,2020,Iconiq Capital,2020
incred finance,737.04,388.44,2,Fintech,India,"Private Equity, Debt","2018, 2025","Paragon Partners, Individual Investors, Morgan Stanley, Nippon Life India",2025
yepme,736.2099999999999,622.5,3,Ecommerce,Gurgaon,Private Equity,"2015, 2017","Rainbow Digital Services Pvt. Ltd, Ilearnfiunknownnce Academy Pvt. Ltd., Khazaunknownh Nasiounknownl Berhad, Helion Venture Partners, Js Capital, Helion Venture Partners, Capricorn Investment Group",2017
euler,728.1,728.1,1,Fintech,London,Series A,2022,Danilo S. Carlucci And Cmt Digital Ventures,2022
tonetag,722.1,647.4,3,Technology,Bangalore,"Private Equity, Unspecified Round","2015, 2018, 2025","Amazon Inc. And Mastercard, Reliance Capital Venture, Valuequest Scale Fund, Iron Pillar",2025
wework,715.8,500.0,2,Hospitality,Bangalore,"Unknown, Other","2021, 2025","Unknown, Rights Issue",2025
neobank jupiter,713.8,713.8,1,Banking,Mumbai,Series C,2021,"Tiger Global, Sequoia Capital",2021
euler motors,709.38,638.0,4,Automotive,Delhi,"Unknown, Series A, Series D","2020, 2021, 2025","Blume Ventures, Emergent Ventures, Adb Ventures, Jetty Ventures, Jetty Ventures, Srinivas Anumolu, Hero Motocorp",2025
bankbazaar,708.77,498.0,5,Online Financial,Chennai,"Private Equity, Unknown, Series D, Unspecified Round","2015, 2020, 2025","Amazon, Fidelity Growth Partners, Mousse Partners, Ramesh Srinivasan, Amazon, Wsv Capital, Amazon, Sequoia Capital, Walden Skt Venture Fund, Muthoot Fincorp, Walden Interunknowntiounknownl",2025
m2p fintech,708.0,417.5,2,Fintech,Chennai,Series C,"2021, 2024","Tiger Global, Taj Investment Holdings",2024
winzo,705.5,539.5,3,Gaming,Delhi,"Unknown, Series B, Series C","2020, 2021","Makers Fund, Courtside Ventures, Griffin Gaming Partners",2021
jetsynthesys,705.5,332.0,4,Technology,Mumbai,Unknown,"2020, 2021, 2025","Adar C. Poounknownwalla, Kris Gopalakrishunknownn, Adar Poounknownwalla, Kris Gopalakrishunknownn, Sachin Tendulkar, Krafton",2025
lightstorm,700.0,700.0,1,Cloud & Data Centre Networking,Gurgaon,Unspecified Round,2025,Niif Infrastructure Fiunknownnce Limited (Niif Ifl),2025
moneytap,684.63,582.54,2,Consumer Internet,Bangalore,"Private Equity, Series B","2017, 2020","Sequoia India, Nea, Prime Venture Partners, Aquiline Technology Growth (Atg), Rtp Global, Sequoia India",2020
bookmyshow,680.6,680.6,1,Consumer Internet,Mumbai,Private Equity,2016,"Stripes Group, Network 18, Accel, Saif Partners",2016
pinelabs,680.6,680.6,1,Technology,Mumbai,Private Equity,2018,"Actis, Altimeter Capital",2018
nobel hygiene,664.0,498.0,2,Healthcare,Mumbai,"Unknown, Unspecified Round","2021, 2025","Quadria Capital, Neo Asset Maunknowngement",2025
stride ventures,664.0,664.0,1,Venture Capitalist,Delhi,Unknown,2020,Small Industries Development Bank Of India,2020
exotel,664.0,332.0,3,Cloud,Bangalore,"Unknown, Series C, Series D","2020, 2021, 2022","A91 Partners, Artha India Ventures, Iifl Amc, Sistema Asia Fund, Cx Partners, Singularity Growth Opportunities Fund, Steadview Capital",2022
dhruva,664.0,664.0,1,Technology,Pune,Private Equity,2017,"Riverwood Capital, Sequoia Capital, Nexus Venture Partners, Teunknownya Capital",2017
aryaag,662.34,498.0,2,Agritech,Noida,"Series C, Other","2022, 2024","Asia Impact Sa, Lightrock India, Quounknown Capital, Us Interunknowntiounknownl Development Fiunknownnce Corporation",2024
leap finance,643.25,456.5,3,Fintech,Bangalore,"Unknown, Series C, Series B","2020, 2021","Sequoia India, Owl Ventures, Jungle Ventures",2021
urban ladder,640.76,415.0,3,Ecommerce,Bangalore,Private Equity,"2015, 2017, 2018","Sequoia Capital, Saif Partners And Kalaari Capital, Kalaari Capital, Saif Partners, Steadview Capital, Sequoia Capital, Sequoia Capital, Tr Capital, Steadview Capital, Saif Partners, Kalaari Capital",2018
myglamm,636.0,332.0,6,Consumer Internet,Mumbai,"Private Equity, Series B, Unknown, Series C","2016, 2017, 2020, 2021","L\\Xe2\\X80\\X99Occitane, Bessemer Venture Partners, Tano India, L’Occitane, Bessemer, Accel",2021
chillr,630.8,581.0,2,Peertopeer Money Transfer & Recharge,Mumbai,Private Equity,2015,"Sequoia Capital, Blume Ventures, Uniqorn Ventures And Other, Sequoia Capital",2015
stayvista,630.8,589.3,2,Hospitality,Mumbai,"Unknown, Series B","2022, 2025","Capri Global Capital And Dsg Consumer Partners, Jsw Ventures, Dsg Consumer Partners, Capri Global Family Office",2025
renewbuy,626.65,373.5,5,Fintech,Gurgaon,"Series B, Seed, Series C","2015, 2016, 2019, 2021","Lok Capital, Iifl Wealth, Mount Nathan Advisors, Mount Nathan Advisors Pte Ltd, Evolvence Capital, Lok Capital, Iifl Asset Maunknowngement",2021
mylab discovery,624.8,624.8,1,Healthcare,Lonavala,Unknown,2022,Abhijit Pawar And Adar C. Poounknownwalla,2022
shapoorji pallonji,622.5,622.5,1,Real Estate,Maharashtra,Debt,2025,"Synergy, Cerberus Capital Maunknowngement",2025
the ayurveda experience,622.5,622.5,1,Healthcare,Singapore,Unknown,2022,Riverwalk Holdings And Fireside Ventures,2022
clear,622.5,622.5,1,Computer Software,Bangalore,Series C,2021,"Kora Capital, Stripe, Alua Capital",2021
turtlemint,622.5,373.5,2,Healthcare,Mumbai,"Unknown, Series D","2020, 2021","Nexus Venture Partners, Dream Incubator, Jungle Ventures",2021
udacity,622.5,622.5,1,Edtech,Usa,Debt,2020,"Hercules Capital, Inc.Bertelsmann",2020
billdesk,622.5,622.5,1,Other,Unknown,Private Equity,2015,Ta Associates,2015
money view,622.5,622.5,1,Fintech,Bangalore,Series D,2022,"Tiger Global, Winter Capital, Evolvence India, Accel",2022
games24x7,622.5,622.5,1,Internet Publishing,Mumbai,Unknown,2022,Malabar Investment,2022
indmoney,622.5,622.5,1,Fintech,Gurgaon,Series D,2022,"Steadview Capital, Tiger Global, Dragoneer Investment Group",2022
the eye foundation,622.5,622.5,1,Healthcare,Tamil Nadu,Series C,2025,Verlinvest,2025
meru cabs,622.5,415.0,2,Consumer Internet,Mumbai,Private Equity,"2015, 2016","Brand Capital, Value Fund Advisors",2016
dezerv,620.01,332.0,3,Investment Management,Mumbai,"Seed, Series A, Series C","2021, 2022, 2025","Elevation Capital, Matrix Partners, Gtm Ventures And Whiteboard Capital, Premji Invest",2025
ninjacart,618.35,249.0,5,B2B Marketing,Bangalore,"Debt, Private Equity, Unknown, Series C","2016, 2017, 2019, 2020","Trifecta Capital Advisors, Accel, Nandan Nilekani\\Xe2\\X80\\X99S Nrjn Trust, Mistletoe, Qualcomm Ventures, M, S Partners, Accel, Qualcomm Ventures, M, S Partners, Zop Smart, Syngenta Ventures, Walmart, Flipkart India, Singaporeunknownbased Gec3",2020
mobile premier league,618.35,614.2,2,Gaming,Bangalore,"Series A, Unknown","2018, 2020","Unknown, Sequoia Capital, Times Internet",2020
perfios,615.03,564.4,2,Technology,Bangalore,"Private Equity, Unknown","2017, 2022","Bessemer Venture Partners, Bessemer Venture Partners, Warburg Pincus",2022
snitch,612.0,332.0,2,D2C Menswear,Nan,"Other, Series B",2025,"360 One Asset, Ivycap, Swc Global, Ravi Modi Office, 360 Asset Maunknowngement Fund",2025
ace2three,611.71,611.71,1,Consumer Internet,Hyderabad,Private Equity,2017,Clairvest Group,2017
evoluteiq,605.9,439.9,2,Technology,Bengaluru Regstd Indian Office,"Debt + Equity, Unknown","2024, 2025","Round2 Capital, Nordea Growth Fund, Dcap Select, Ph Ventures, Baird Capital",2025
zaggle prepaid ocean,595.0,595.0,1,Fintech,Hyderabad,Unspecified Round,2024,Qualified Institutiounknownl Placement (Bank Of India Unknown Largest Buyer),2024
thingsup,593.12,584.82,2,Iot,Pune,"Unknown, Seed","2021, 2022","Gsf Accelerator, Lead Angels Network",2022
pi ventures,589.3,332.0,3,Technology,Bangalore,"Private Equity, Unknown","2018, 2022","Cdc Group Plc\\Xc2\\Xa0, Sunil Kant Munjal, Hero Electronix\\Xe2\\X80\\X99S Corporate Fiunknownncing Arm, Electronic Development Fund, Binny Bansal, Varun Alagh",2022
collegedekho,587.8,290.5,6,Consumer Internet,Gurgaon,"Private Equity, Seed, Series B, Debt","2015, 2016, 2018, 2021, 2025","Man Capital Llp, Girunknownr Software, Others, Man Capital, Girunknownrsoft, Disrupt Adq, Qic, Winter Capital, Ets, Man Capital, Recur Club",2025
swageazy,586.81,581.0,2,Marketing,Gurgaon,Seed,2022,Anicut Capital And Dhruv Toshniwal,2022
waycool,585.6600000000001,265.6,6,Food,Chennai,"Private Equity, Series C, Debt","2017, 2020, 2024, 2025","Aspada Investments, Fmo, Indusind Bank, Induslnd Bank, Lightbox Ventures, Grand Anicut",2025
uni cards,581.0,581.0,1,Fintech,Bangalore,Series A,2021,"General Catalyst, Eight Roads Ventures, Elevation Capital",2021
biocon biologics,581.0,581.0,1,Biotechnology,Bangalore,Unknown,2021,"Goldman Sachs, Tata Capital",2021
vistaar finance,581.0,332.0,2,Small Business Financing Nbfc,Bangalore,"Private Equity, Unknown","2015, 2020","Westbridge Capital, Omidyar Network, Elevar Equity, Saama Capital, \\Xc2\\Xa0 Lok Capital, Fmo",2020
safe security,581.0,581.0,1,Enterprise,Delhi,Series C,2025,Avataar Venture Partners,2025
zestmoney,580.1700000000001,415.0,3,Consumer Internet,Bangalore,"Private Equity, Series C","2017, 2018, 2021","Xiaomi, Payu, Ribbit Capital And Omidyar Network, Payu, Ribbit Capital, Omidyar Network, Zip Co",2021
decentro,578.75,390.1,4,Fintech,Bangalore,"Series A, Series B","2020, 2022, 2025","Y Combiunknowntor, Leonis Investissement And Kuunknownl Shah, Infoedge Ventures, Infoedge Ventures, Y Combiunknowntor",2025
mfine,578.51,398.4,4,Healthcare,Bangalore,"Private Equity, Series C, Unknown","2017, 2018, 2021","Prime Venture Partners, Stellaris Venture Partners And Mayur Abhaya Srisrimal, Stellaris Venture Partners, Mayur Abhaya, Rohit Ma, Moore Strategic Ventures, Beenext, Blockchain Capital, Sbi Ven Capital",2021
accel,577.6,577.6,1,Fintech,Palo Alto,Unknown,2022,Multiples,2022
shadowfax,575.27,498.0,3,Hyperlocal Delivery,Gurgaon,"Private Equity, Seed, Series D","2015, 2020","Eight Roads Ventures, Kuunknownl Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik, Flipkart, Eight Roads Ventures, Ngp Capital, Qualcomm Ventures, Mirae Asset Naver Fund, World Bankunknownbacked Ifc",2020
sugarbox,568.76,568.76,1,Technology,Mumbai,Unknown,2020,Zee Entertainment Enterprises Limited,2020
sunstone,565.23,565.23,1,Vacational Education,Gurgaon,Series C,2022,Alteria Capital And Westbridge Capital,2022
foreignadmits,564.4000000000001,561.08,2,Higher Education,Bangalore,Seed,"2021, 2022","Unicorn India Ventures, Beerud Sheth And Sea Fund",2022
zolostays,564.4,464.8,3,Consumer Internet,Bangalore,"Private Equity, Series C, Unknown","2017, 2020","Nexus Venture Partners, Innoven Capital, Investcorp, Nexus Venture Partners, Mirae Assets, Trifecta Capital, Trifecta Capital",2020
ixigo,564.4,439.9,2,Consumer Internet,Gurgaon,"Private Equity, Unknown","2017, 2021","Sequoia Capital, Kinzon Capital, Gic, Infoedge",2021
hackerrank,560.25,498.0,2,Recruitment,Bangalore,"Private Equity, Series D","2015, 2022","Hr Technology Fund, Susquehanunknown Growth Equity",2022
o2 nails,553.61,553.61,1,Beauty,Noida,Unknown,2022,Nitin Gupta And Amit Singhal,2022
mswipe,547.8,257.3,3,Technology,Mumbai,Private Equity,"2015, 2017","Eduardo Saverin, Ucunknownrnt Fund, Matrix Partners, Alcon Edge Capital, Dsg Consumer Partners, Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, Dsg Consumer Partners, Axis Bank",2017
phone pe,547.8,547.8,1,Consumer Internet,Bangalore,Private Equity,2018,Flipkart,2018
farmart,547.8,265.6,3,Farming,Gurgaon,"Series A, Pre-Series A, Series B","2021, 2022","Matrix Partners, Omidyar Network India, Avaaunknown Capital, General Catalyst",2022
samunnati,542.52,195.05,5,Fintech,Chennai,"Private Equity, Debt, Strategic Investment","2018, 2020, 2021, 2025","Responsability, Elevar Equity And Accel Partners, Responsability, Accel, U.S. Interunknowntiounknownl Development Fiunknownnce Corp, Responsability, Elevar Equity, Unknown",2025
zenoti,539.5,415.0,2,SaaS,Hyderabad,"Series C, Private Equity","2016, 2019","Tiger Global Maunknowngement, Norwest Venture Partners, Accel",2019
northern arc,539.5,415.0,3,Fintech,Chennai,"Unknown, Debt",2021,"Kotak Mahindra Bank, Fmo, U.S. Interunknowntiounknownl Development Fiunknownnce Corp, Asian Development Bank, Asian Development Bank, U.S. Interunknowntiounknownl Development Fiunknownnce Corp",2021
citykart,538.0,538.0,1,Value Fashion Retailer,Gurgaon,Series B,2025,"Tpg Newquest, A91",2025
bluestone,538.0,249.0,3,Ecommerce,Mumbai,"Private Equity, Unknown, Debt","2016, 2022, 2025","Iifl And Accel Partners, Kalaari Capital, Ivycap Ventures, Rb Investments, Hero Enterprise, Blacksoil And Caspian Impact Investments",2025
stanza living,537.01,473.1,3,Technology,Delhi,"Private Equity, Unknown","2017, 2020, 2022","Matrix Partners, Accel, Alteria Capital, Kotak Mahindra Bank, Rbl Bank",2022
quotient,531.2,531.2,1,Venture Capitalist,Mumbai,Unknown,2021,Unknown,2021
haber,531.2,365.2,2,Industrial Automation,Pune,"Series B, Series C","2021, 2024","Ascent Capital, Creaegis, Beenext, Accel",2024
queue buster,525.39,525.39,1,Software,Noida,Series A,2022,Dmi Alterunknowntive Investment Fund And Omidyar Network India,2022
75f,522.9,373.5,2,Iot,Burnsville,"Series A, Series B","2019, 2025","Breakthrough Energy Ventures, Accurant Interunknowntiounknownl'S Net Zero Alliance, Carrier Global Corporation, Climate Investment, Breakthrough Energy Ventures, Next47, Wind Ventures",2025
infogain,522.9,522.9,1,Business And It Consulting,Delhi,Private Equity,2015,Chryscapital,2015
observe ai,514.6,448.2,2,Technology,Bangalore,"Private Equity, Series B","2018, 2020","Nexus Venture Partners, Mgv, Liquid 2 Ventures, Hack Vc, Emergent Ventures And Y Combiunknowntor, 01 Advisors, Steadview Capital",2020
gomechanic,514.19,348.6,4,Consumer Internet,Gurgaon,"Seed, Series B, Series C","2016, 2020, 2021","Venture Catalysts, Chiratae Ventures, Sequoia Capital, Orios Venture Partners, Sequoia Capital, Tiger Global, Sequoia Capital",2021
shiprocket,510.45000000000005,340.3,3,Ecommerce,Delhi,"Series C, Series D","2020, 2021","Bertelsmann India Investments, Innoven Capital, Tribe Capital, Innoven Capital, Bii, March Capital, Tribe Capital",2021
pixxel,508.78999999999996,207.5,4,Spacetech,Bangalore,"Seed, Series A, Other","2020, 2021, 2022, 2024","Lightspeed, Blume Ventures, Growx Ventures, Techstars, Ryan Johnson, Radical Ventures, M, G Catalyst, Glade Brook Capital Partners, Google, Radical Ventures, Lightspeed",2024
fraazo,506.3,415.0,2,Food,Mumbai,"Series B, Series A",2021,"Westbridge Capital, Sixth Sense Ventures, Nabventures",2021
onsurity,506.3,373.5,2,Healthcare,Bangalore,"Series A, Series B","2021, 2024","Nexus Venture Partners, Creaegis, Interunknowntiounknownl Fiunknownnce Corporation, Quounknown Capital, Nexus Venture Partners",2024
moengage,505.07,249.0,4,Mobile Marketing Automation,Bangalore,"Private Equity, Series C, Series D, Unknown","2015, 2020, 2021, 2022","Helion Venture Partners, Exfinity Ventures, Eight Roads Ventures, Steadview Capital, Eight Roads Ventures, Matrix Partners Ind",2022
jupiter international,500.0,500.0,1,Solar,Kolkata,Unknown,2025,Valuequest Scale Fund,2025
manthan,498.0,498.0,1,Other,Unknown,Private Equity,2015,"Temasek, Norwest Venture Partners",2015
duroflex,498.0,498.0,1,Furniture,Bangalore,Unknown,2021,Norwest Venture Partners,2021
birdeye,498.0,498.0,1,Computer Software,Gurgaon,Series C,2022,Accelunknownkkr,2022
zorp,498.0,498.0,1,Enterprise Software,Lewes,Unknown,2022,Ashish Goel,2022
cardekho sea,498.0,498.0,1,Digital Automotive,Singapore,Other,2024,"Navis Capital Partners, Dragon Fund",2024
sidbi venture capital,498.0,498.0,1,Venture Capital And Private Equity Principals,Mumbai,Unknown,2022,Ubharte Sitaare Fund,2022
greenlight planet,498.0,498.0,1,Technology,Mumbai,Private Equity,2017,"Apis Partner, Eight Roads Ventures, Bamboo Capital Partners",2017
allegis,498.0,498.0,1,Human Resources,Maryland,Series C,2022,Vouch Insurance,2022
id fresh foods,498.0,498.0,1,Food,Bangalore,Series D,2022,Newquest Capital Partner,2022
epigeneres biotech,498.0,498.0,1,Biotechnology,Mumbai,Series B,2022,"Letsventure Angel Fund, Moez Daya",2022
saas labs,489.70000000000005,348.6,2,SaaS,Noida,"Series A, Series B","2021, 2022","Base 10 Partners, Eight Roads Ventures, Sequoia Capital",2022
geniemode,489.7,415.0,3,B2B,Gurgaon,"Unknown, Series A, Series C","2021, 2022, 2025","Info Edge Ventures, Deepinder Goyal, Kuunknownl Shah, Prashant Malik, Pankaj Gupta, Multiples Alterunknownte Asset Maunknowngement, Fundamentum, Paramark Ventures, Info Edge Ventures",2025
coverfox,486.38,182.6,5,Consumer Internet,Mumbai,Private Equity,"2015, 2017, 2018","Interunknowntiounknownl Fiunknownnce Corporation, Transamerica And Others., Aegon Nv, Transamerica, Cataraman Ventures, Accel Us, Accel, Saif Partners.",2018
daalchini,482.8,473.1,3,Food,Delhi,"Seed, Pre-Series A, Series A","2019, 2020, 2022","Artha Venture, Artha Venture Fund, Ajay Kaul And Unicorn India Venture",2022
jiraaf,478.91,478.91,1,Fintech,Bangalore,Series A,2022,. Anuj Jhaveri And Aspire Family Office,2022
saarathi finance,475.0,475.0,1,Fintech,Mumbai,Unspecified Round,2025,Equity Capital,2025
eka,473.1,473.1,1,Energy > Electric Vehicles,Maharashtra,Series A,2025,Niif,2025
power2sme,473.1,215.8,3,Ecommerce,Gurgaon,Private Equity,"2016, 2017","Interunknowntiounknownl Fiunknownnce Corporation (Ifc), Inventus Capital Partners, Accel, Kalaari Capital, And Nandan Nilekani, Interunknowntiounknownl Fiunknownnce Corporation, Nandan Nilekani, Accel, Kalaari Capital And Inventus Capital",2017
sirionlabs,466.87,365.2,2,Technology,Gurgaon,"Private Equity, Series C","2016, 2020","Sequoia Capital, Tiger Global, Avatar Growth Capital",2020
antuit,464.8,464.8,1,Other,Unknown,Private Equity,2015,"Goldman Sachs, Zodius Capital",2015
markets and markets,464.8,464.8,1,Technology,Pune,Private Equity,2017,"Ftv Capital, Zodius Capital",2017
vegrow,463.97,335.32,3,Agritech,Bangalore,"Seed, Unknown, Series B","2020, 2021, 2022","Matrix Partners, Ankur Capital, Lightspeed, Elevation Capital, Prosus Ventures And Ankur Capita",2022
kuku fm,462.65,415.0,3,Media,Mumbai,"Series A, Series B, Series C","2020, 2022, 2025","Vertex Ventures, Krafton, Granite Asia",2025
the sleep,461.48,453.18,2,Consumer Goods,Mumbai,"Pre-Series A, Series D","2021, 2025","Fireside Ventures, Unknown",2025
appsforbharat,460.6,166.0,5,Product Studio,Bangalore,"Series A, Seed, Unknown, Series B, Series C","2021, 2022, 2024, 2025","Elevation Capital, Sequoia Capital, Beenext, Mirae Asset Global Investments And Msa Novo, Fundamentum, Susquehanunknown Asia Vc, Elevation Capital, Peak Xv, Mirae Asset Vc, Susquehanunknown Asia Vc, Fundamentum, Elevation Capital, Peak Xv Partners",2025
detect,458.99,359.39,2,Automation,Chennai,"Unknown, Series B","2021, 2022","Accel, Elevation Capital, Bluehill Asset Maunknowngement And Elevation Capital",2022
avanti finance,458.16,215.8,3,Fintech,Bangalore,"Series A, Series B","2021, 2024","Oikocredit, Nomura, The Bill, Melinda Gates Foundation, Michael, Susan Dell Foundation, Dia Vikas Capital, Idh Farmfit Fund, Nrjn Family Trust, Rabo Partnerships",2024
plum,457.67,290.5,5,Healthcare,Bangalore,"Unknown, Seed, Series A, Series C","2020, 2021, 2022","Surge, Tanglin Venture Partners, Rounknownld Conway, Bay Partners, Incubate Fund, Harsh Jain, Lalit Keshre, A91 Partners",2022
ati motors,456.5,290.5,2,Automotive,Bangalore,"Pre-Series A, Series B","2021, 2025","Blume Ventures, Exfinity Venture Partners, Walden Catalyst Ventures, Ngp Capital, True Ventures, Exfinity Venture Partners, Athera Venture Partners, Blume Ventures",2025
vogo,456.5,290.5,2,Automotive,Bangalore,Series C,2020,Lightstone Aspada,2020
qubole,456.5,249.0,2,Technology,Bangalore,Private Equity,"2016, 2017","Singtel, Innov8, Harmony Partners, Institutiounknownl Venture Partners, Norwest Venture Partners, Lightspeed, Crv",2017
scaler,456.5,456.5,1,Edtech,Bangalore,Unknown,2022,Lightrock India,2022
indifi,456.5,332.0,3,Consumer Internet,Gurgaon,"Private Equity, Unknown, Debt","2016, 2021","Omidyar Network, Omidyar Network, Flourish Ventures, Elevar Equity, Accel, Elevar Equity, Accel",2021
amagi media labs,456.0,290.5,2,Technology,Mumbai,"Private Equity, Unknown","2016, 2022","Emerald Media, Premji Invest, Avataar Venture Partners",2022
medlife,454.84000000000003,141.1,4,Ecommerce,Bangalore,"Private Equity, Unknown","2019, 2020","Prasid Uno Family Trust, Ivy Icon, Hero Fincorp, Wilson Global Opportunities Fund",2020
spotdraft,452.77,448.2,2,Consumer Internet,Gurgaon,"Seed, Series B","2017, 2025","Hunch Ventures, Spiral Ventures, 500 Startups, Singapore Angel Network, Citrus Payments, Vertex Growth Singapore, Trident Partners, Xeed Vc, Arkam Ventures, Prosus Ventures, Premji Invest",2025
square yards,439.9,207.5,4,Consumer Internet,Gurgaon,"Private Equity, Unknown","2015, 2016, 2017, 2021","Lohia Group, Andre Hoffman, Adag Reliance Private Equity, Unknown Investors, Adm Capital",2021
sk finance,439.9,439.9,1,Fintech,Jaipur,Series F,2021,"Iifl Wealth, Tpg Growth, Norwest Venture Partners",2021
locus,437.82,415.0,2,Technology,Bangalore,"Private Equity, Series C","2016, 2021","Exfinity Venture Partners, Blume Ventures, Beenext, Rajesh Raunknownvat, Blume Ventures, Exfinity Venture Partners",2021
