Company,Sector,Headquarters,Amount,Funding_Round_Type,Lead_Investors,Year,Month
CredAvenue,Financial Services,Chennai,"$137,000,000",Series B,"Insight Partners, B Capital Group, Dragoneer Investment Group",2022,March
Captain Fresh,Logistics & Supply Chain,Bangalore,"$50,000,000",Series C,"Prosus Ventures, Tiger Global",2022,March
Otipy,AgriTech,Haryana,"32,000,000",Series B,Westbridge Capital,2022,March
CureSkin,"Health, Wellness & Fitness",Bangalore,"$5,000,000",Series A,JSW Ventures,2022,March
Hiver,Computer Software,Bangalore,"$22,000,000",Series B,"Kalaari Capital, Kae Capital",2022,March
Gamerji,Sports,Ahmedabad,"$1,000,000",Pre-series A,Unicorn India Ventures,2022,March
PensionBox,Financial Service,Bangalore,"$160,000",,"Kishore Ganji, Keynote India",2022,March
Adyaway,Consumer Goods,Gurgaon,,,ah! Ventures,2022,March
Perfios,FinTech,Bangalore,"$68,000,000",,"Bessemer Venture Partners, Warburg Pincus",2022,March
Emeritus,EdTech,Mumbai,"$350,000,000",,CPP Investments,2022,March
Propdial,Real Estate,Gurgaon,"$100,000",,,2022,March
Oorjaa,Logistics & Supply Chain,Mumbai,"$1,000,000",,Inflection Point Ventures,2022,March
Blue Tokai,Food & Beverages,New Delhi,,Pre-series B,"Negen Capital, Mauryan Capital",2022,March
Money View,Financial Services,Bangalore,"$75,000,000",Series D,"Tiger Global, Winter Capital, Evolvence India, Accel",2022,March
CredoPay,Financial Services,Chennai,"5,000,000",Pre-series A,"EzSwype LLC, Zent International Limited",2022,March
Loco,Entertainment,Bangalore,"40,000,000",Series A,Hashed,2022,March
Kuku FM,Entertainment,Mumbai,"20,000,000",Series B,KRAFTON,2022,March
Metasky,Information Technology & Services,Bangalore,"2,000,000",Pre-seed,"Sequoia Capital India, Woodstock Fund",2022,March
Mentor Match,E-learning,Chennai,"1,000,000",Pre-seed,Sapient Fund,2022,March
Nutrify Today,International Trade & Development,Bangalore,"$500,000",Seed,Anand Swaroop,2022,March
Data Science Wizards,Information Technology & Services,Mumbai,,,Clover Infotech,2022,March
SustainKart,E-commerce,Hyderabad,,,Samantha Ruth Prabhu,2022,March
HooLiv,Hospitality,New Delhi,,,Recur Club,2022,March
Birdeye,Computer Software,Gurgaon,"$60,000,000",Series C,Accel-KKR,2022,March
Ferns N Petals,Retail,New Delhi,"$27,000,000",,Lighthouse,2022,March
inFeedo,Human Resources,Gurgaon,"$12,000,000",Series A,"Jungle Ventures, Tiger Global",2022,March
Licious,Food & Beverages,Bangalore,"$150,000,000",Series F2,"Amansa Capital, Kotak PE, Axis Growth Avenues AIF",2022,March
BlueStone,Luxury Goods & Jewelry,Bangalore,"$30,000,000",,Hero Enterprise,2022,March
LILA Games,Entertainment,Bangalore,"$10,000,000",Series A,Rainfall Ventures,2022,March
Excellent Publicity,Marketing & Advertising,Ahmedabad,"$500,000",,,2022,March
Growfitter,"Health, Wellness & Fitness",Mumbai,"$1,000,000",Pre-series A,Inflection Point Ventures,2022,March
GPS Renewables,Renewables & Environment,Bangalore,,Series B,Neev Fund II,2022,March
Cosmofeed,Content monetisation platform,Gurgaon,"$1,500,000",Seed,"Growx ventures, Waveform Ventures",2022,March
Shipskart,Maritime,New Delhi,"$2,700,000",Series A,"Trail Mix Ventures, Hermes Offshore",2022,March
We360.ai,Information Technology & Services,Bhopal,"$500,000",,"Campus Fund, GSF, SucSeed Ventures",2022,March
Amagi,Broadcast Media,Bangalore,"$95,000,000",,"Accel, Norwest, Avataar",2022,March
ekincare,"Health, Wellness & Fitness",Hyderabad,"$15,000,000",Series B,"HealthQuad, Sabre Partners",2022,March
Logically,Information Technology & Services,Mysore,"$24,000,000",,Vitruvian Partners,2022,March
CommerceIQ,Software Development,Bangalore,"$115,000,000",Series D,"Softbank Vision Fund 2, Insight Partners, Trinity Ventures",2022,March
Leverage Edu,Higher Education,New Delhi,"$22,000,000",Series B,"Kaizenvest Private Equity, DSP Mutual Fund Group, Artha Ventures",2022,March
Aquaconnect,Fisheries,Chennai,"$7,000,000",,Trifecta Capital,2022,March
O'hi,Internet Publishing,Jaipur,"$300,000",Seed,"DST's Managing Partner, Rahul Mehta, Angellist US",2022,March
Oxyzo,Financial Services,Gurgaon,"$200,000,000",Series A,"Tiger Global, Alpha Wave",2022,March
Stack Finance,Financial Services,Bangalore,,,"SucSEED Indovation Fund, Kunal Shah",2022,March
Plum,Skincare,Mumbai,"$35,000,000",Series C,A91 Partners,2022,March
Stanza Living,Hospiitality,New Delhi,"$57,000,000",,"Kotak Mahindra Bank, RBL Bank",2022,March
SIDBI Venture Capital,Venture Capital and Private Equity Principals,Mumbai,"$60,000,000",,Ubharte Sitaare Fund,2022,March
Aye Finance,Financial Services,Gurgaon,"$9,000,000",,"Triple Jump, Northern Arc",2022,March
MedisimVR,Hospitals and Health Care,Chennai,"$400,000",Pre-series A,Inflection Point Ventures,2022,March
Pickyourtrail,Travel Arrangements,Chennai,,,"Kunal Shah, Adit Parekh",2022,March
The Ayurveda Co,Manufacturing,Gurgaon,"$3,000,000",,Wipro,2022,March
Vivriti Capital,Financial Services,Chennai,"$55,000,000",Series C,"Lightstone India, Creation Investments",2022,March
Pixxel,Defense and Space Manufacturing,Bangalore,"$25,000,000",Series A,Radical Ventures,2022,March
EdgeGrid,Software Development,Hyderabad,"$6,000,000",Seed,Lightrock India,2022,March
Classplus,EdTech,Noida,"$70,000,000",Series D,"Tiger Global, Alpha Wave Global",2022,March
Pep Technologies Pvt Ltd,D2C,Mumbai,"$30,000,000",Series C,Paragon Partners,2022,March
Qure.ai,Medical Equipment Manufacturing,Mumbai,"$40,000,000",,"Novo Holdings, HealthQuad",2022,March
HackerRank,Software Development,Bangalore,$60000000,Series D,Susquehanna Growth Equity,2022,March
CityMall,Manufacturing,Gurgaon,"$75,000,000",Series C,Norwest Venture Partners,2022,March
Pine Labs,IT Services and IT Consulting,Noida,"$50,000,000",,Vitruvian Partners,2022,March
OSlash,Software Development,Bangalore,"$5,000,000",Post-seed,"Kunal Shah, Christian Oestlien",2022,March
SuperK,Retail,"Small Towns, Andhra","$5,500,000",Pre-Series A,021 Capital,2022,March
CARD91,Financial Services,Bangalore,"$13,000,000",Pre-Series A,"Infinity Ventures, Point72 Ventures, Sabre Partners",2022,March
FarMart,Farming,Gurgaon,"$32,000,000",Series B,General Catalyst,2022,March
Pi Beam Electric,Motor Vehicle Manufacturing,Chennai,"$1,700,000",Pre-Series A,Inflection Point Ventures,2022,March
Seekho.ai,E-Learning Providers,Gurgaon,"$3,000,000",Pre-Series A,"LetsVenture, Trica, Super Morpheus",2022,March
UPCRED,Internet Publishing,Bangalore,"$400,000",Pre-seed,"Syed Firdous Hussain, Gayatri Nikkam",2022,March
TrustCheckr,IT Services and IT Consulting,Bangalore,,,IIFL Fintech Fund,2022,March
Games24x7,Internet Publishing,Mumbai,"$75,000,000",,Malabar Investment,2022,March
Finova Capital,Financial Services,Jaipur,"$65,000,000",,"Norwest Venture Partners, Maj Invest",2022,March
HealthQuad,Venture Capital and Private Equity Principals,New Delhi,"$160,000,000",,"MSD, the global biopharmaceutical company",2022,March
Wiz Freight,"Transportation, Logistics and Storage",Chennai,"$36,000,000",Series A,Tiger Global,2022,March
OneCode,Financial Services,Bangalore,"$13,000,000",Series A,General Catalyst,2022,March
Kogta Financial,Financial Services,Jaipur,"$111,000,000",Series D,Multiples,2022,March
LoadShare,Logistics & Supply Chain,Bangalore,"$40,000,000",Series C,Tiger Global,2022,February
Scaler,E-learning,Bangalore,"$55,000,000",,Lightrock India,2022,February
Chargebee,Financial Services,Chennai,"$250,000,000",,"Tiger Global, Sequoia Capital",2022,February
Nautilus Mobile,Computer Games,Pune,"$5,400,000",,KRAFTON,2022,February
Waterfield Advisors,Financial Services,Mumbai,"$6,000,000",Series B,,2022,February
OneTo11,Sports,Noida,"$2,500,000",Seed,"Maximus Capital, GDA Capital, Magnus Capital, NFT Technologies",2022,February
Scrut Automation,Information Technology & Services,Bangalore,"$3,000,000",,"Lightspeed, Endiya Partners",2022,February
The Renal Project,Hospital & Health Care,Mumbai,,,"Emcure Pharmaceuticals, Aman Gupta, Sameer Mehta",2022,February
ZERUND,Building Materials,Guwahati,,Pre-series A,NEDFi Venture Capital,2022,February
Zama Organics,Food & Beverages,Mumbai,,Pre-series A,"Ajay Kaushal, Arjun Lamba",2022,February
Jar,Financial Services,Bangalore,"$32,000,000",Series A,Tiger Global,2022,February
Bombay Shaving Company,Consumer Goods,New Delhi,"$6,000,000",,Gulf Islamic Investments,2022,February
Logibricks,Computer Software,Pune,"$1,500,000",,Shiprocket,2022,February
Pillow,Financial Services,Bangalore,"$3,000,000",Seed,Elevation Capital,2022,February
SatSure,Defense & Space,Bangalore,"$5,000,000",Pre-series A,"Baring PE India, ADB Ventures",2022,February
Trifecta Capital,Venture Capital & Private Equity,Gurgaon,"$200,000,000",,,2022,February
Kritsnam,Information Technology & Services,Hyderabad,"$800,000",Pre-series A,"Ashish Gupta, Kunal Shah, Vikram Karunakaram",2022,February
Dvara SmartGold,Financial Services,Mumbai,"$2,000,000",Pre-series A,"Axilor, Dvara Holdings",2022,February
GoalTeller,Information Technology & Services,Bangalore,"$500,000",Pre-series A,"Dr Ranjan Pai, Pankaj Fitkariwala, Himanshu Bhagat",2022,February
Goldsetu,SaaS,Bangalore,"$1,200,000",Seed,"Village Global, Better Capital, Titan Capital, iSeed",2022,February
Meraqui,Human Resources,Pune,"$1,000,000",Seed,,2022,February
Elever,Financial Services,Bangalore,"$750,000",,"Massimo Vita, Udaya Kumar",2022,February
Hero FinCorp,Financial Services,New Delhi,"$267,000,000",,"Apollo, Hero MotoCorp",2022,February
Livspace,Home interior,Bangalore,"$180,000,000",Series F,"Ingka Group Investments, Jungle Ventures, Venturi Partners, Peugeot Investments",2022,February
ElasticRun,B2B E-commerce,Pune,"$300,000,000",Series E,"SoftBank, Goldman Sachs",2022,February
Mintifi,Financial Services,Mumbai,,Working Capital to SMEs,Automating your Receivables Management,2022,February
Anveya Living,Consumer Goods,Bangalore,"$1,000,000",Seed,Rukam Capital,2022,February
Kofluence,Marketing & Advertising,Bangalore,"$4,000,000",Pre-series A,"Kunal Shah, Apoorva Mehta",2022,February
Mango Point,Food & Beverages,Chennai,"$200,000",,"The Chennai Angels, Native Angel Network, Keiretsu Chennai",2022,February
IndiaP2P,Investment Management,Mumbai,,Seed,Antler India,2022,February
Sprinto,Computer Software,Bangalore,"$10,000,000",Series A,Elevation Capital,2022,February
Xpressbees,Logistics & Supply Chain,Pune,"$300,000,000",Series F,"Blackstone Growth, TPG Growth, ChrysCapital",2022,February
Wealthy.in,Financial Services,Bangalore,"$7,500,000",Series A,Alpha Wave Incubation,2022,February
xto10x,Information Technology & Services,Bangalore,"$25,000,000",Series A,,2022,February
Karbon Card,Financial Services,Bangalore,"$15,000,000",Series A,"Olive Tree Capital, Harmony, Avenir Growth Capital",2022,February
Oloid,Computer Software,Bangalore,"$12,000,000",Series A,Dell Technologies Capital,2022,February
Bugworks,Biotechnology,Bangalore,"$18,000,000",Series B1,Lightrock India,2022,February
Peakperformer,Professional Training & Coaching,Bangalore,"$3,000,000",Seed,"Antler India, Blume Founders Fund",2022,February
Carbanio,B2B Marketplace,Hyderabad,"$1,300,000",Seed,Quantico Group USA,2022,February
Life & Pursuits,"Health, Wellness & Fitness",Noida,"$500,000",,"Pankaj Agrawal, Supermorpheus and Eagle10 Ventures",2022,February
Cercle X,Environmental Services,Coimbatore,"$250,000",Seed,Inflection Point Ventures,2022,February
Spacejoy,Design,Bangalore,"$4,000,000",Pre-series A,Accel Partners,2022,February
Better Opinions,Financial Services,Gurgaon,"$1,000,000",Seed,"Java Capital, Soma Capital",2022,February
Prolance,Furniture,Bangalore,"$500,000",Pre-series A,"Srini Anumolu, Karthik Bhat",2022,February
Runo,Computer Software,Secunderabad,"$500,000",Pre-series A,Unicorn India Ventures,2022,February
RENEE Cosmetics,Cosmetics,Ahmedabad,"$1,000,000",Series A,Mensa Brands,2022,February
Altigreen,Automotive,Bangalore,"$40,000,000",Series A,,2022,February
InMobi’s Glance,Software,Bangalore,"$200,000,000",,Jio Platforms,2022,February
Kenko Health,Hospital & Health Care,Mumbai,"$12,000,000",Series A,Sequoia Capital India,2022,February
Aulerth,Luxury Goods & Jewelry,Gurgaon,"$1,100,000",Seed,"Tarun Tahilian, M Venture Partners",2022,February
AltUni,Education Management,Mumbai,"$500,000",,"Amit Gupta, Mukesh Maniar, Rahul Gupta, Gautam Gurnani",2022,February
GreenPod Labs,Biotechnology,Chennai,"$500,000",Pre-seed,Indian Angel Network,2022,February
RapiPay,Financial Services,New Delhi,"$15,000,000",,Varun Jaipuria,2022,February
Entri.app,E-learning,Kochin,"$7,000,000",Series A,"Omidyar Network India, Innospark Ventures",2022,February
GOQii,"Health, Wellness & Fitness",Mumbai,"$50,000,000",Series C,Sumeru Ventures,2022,February
Proactive For Her,"Health, Wellness & Fitness",Bangalore,"$5,500,000",Series A,"Vertex Ventures, Nexus Venture Partners",2022,February
Actyv.ai,Computer Software,Bangalore,"$5,000,000",Pre-series A,1Digi Investment management,2022,February
Lummo,SaaS,Bangalore,"$80,000,000",Series C,Jeff Bezos,2022,February
Uniphore,Computer Software,Chennai,"$400,000,000",Series E,March Capital,2022,February
Join Ventures,Venture Capital & Private Equity,Mumbai,"$1,000,000",Series A,"DSG Consumer Partners, Rajiv Dadlani Group, 9Unicorns, Venture Catalysts",2022,February
AGRIM,AgriTech,Gurgaon,"$10,000,000",Series A,Kalaari Capital,2022,February
DealShare,Social commerce,Bangalore,"$45,000,000",Series E,Abu Dhabi Investment Authority,2022,February
GrowFitter,"Health, Wellness & Fitness",Mumbai,"$1,200,000",,DevX Venture Fund,2022,February
Stellapps,Computer Software,Bangalore,,,IDH FarmFit,2022,February
Propelld,Financial Services,Bangalore,"$35,000,000",Series B,WestBridge Capital,2022,February
Pine Labs,Information Technology & Services,Noida,"$150,000,000",,Alpha Wave Venture,2022,February
Increff,Computer Software,Bangalore,"$12,000,000",Series B,"TVS Capital Funds, Premji Invest",2022,February
Krishify,Social Media,Gurgaon,"$6,200,000",Pre-series A,"Ankur Capital, Omidyar Network India, Orios Venture Partners",2022,February
Fleetx.io,Computer Software,Gurgaon,"$19,000,000",Series B,IndiaMart,2022,February
MediBuddy,"Health, Wellness & Fitness",Bangalore,"$125,000,000",Series C,"Quadria Capital, Lightrock India",2022,February
Happilo,Food & Beverages,Bangalore,"$25,000,000",,Motilal Oswal,2022,February
V-Ensure,Pharma,Mumbai,"$10,000,000",,Investcorp,2022,February
Chargeup,Renewables & Environment,New Delhi,"$2,500,000",Pre-series A,"Capital A, Anicut Capital",2022,February
RetainIQ,E-commerce,Bangalore,"$2,300,000",Seed,Accel Partners,2022,February
Adicube,Marketing & Advertising,Bangalore,"$1,600,000",Pre-seed,Pitcherlabs Ventures,2022,February
Com Olho,Information Technology & Services,Gurgaon,"$2,000,000",Seed,Inflection Point Venture,2022,February
CertifyMe,Information Technology & Services,Bangalore,,Seed,Anas Rahman Junaid,2022,February
Wholsum Foods,Food & Beverages,Gurgaon,"$7,000,000",,Investment Corporation of Dubai,2022,February
SandLogic,Computer Software,Bangalore,"$4,000,000",Pre-series A,"Sanjay Singhania, Sai Kumar",2022,February
Xoxoday,Computer Software,Bangalore,"$30,000,000",,Giift,2022,February
Shipsy,Computer Software,Gurgaon,"$25,000,000",Series B,"A91 Partners, Z3 Partners",2022,February
Arrivae,Furniture,Mumbai,"$9,000,000",Series B,"Think Investments, Havells",2022,February
IvyCap Ventures,Investment Management,Mumbai,"$215,000,000",,,2022,February
Finarkein Analytics,Information Technology & Services,Pune,,Seed,"IIFL, Info Edge",2022,February
StockDaddy,E-learning,Gurgaon,,,"Gurmimdar Pal Singh, Jatin Arneja",2022,February
Prime Venture Partners,Venture Capital & Private Equity,Bangalore,"$120,000,000",,International Finance Corporation,2022,February
Bhanzu,Education Management,Hyderabad,"$2,000,000",Seed,"Nitin Gupta, Maninder Gulati",2022,February
Kalvi,Education Management,Bangalore,"1,700,000",Seed,"Nithin Kamath, Rahul Chari",2022,February
Aastey,Apparel & Fashion,Mumbai,"$1,300,000",Seed,CXXO,2022,February
Accelero Vehicles,Automotive,New Delhi,"$200,000",Seed,"Social Alpha, LetsVenture",2022,February
UP Funds,SaaS,Bangalore,"$9,000,000",,WestBridge Capital,2022,February
Koo,Microblogging,Bangalore,"$10,000,000",,"Capsier Venture Partner, Ravi Modi Family Trust, Ashneer Grover, FBC Venture Partners, Adventz Finance",2022,February
DaMENSCH,Apparel & Fashion,Bangalore,"$10,000,000",Series B,A91 Partners,2022,February
TestSigma,Information Technology & Services,Bangalore,"$4,600,000",,"Accel, STRIVE",2022,February
Upswing Financial Technologies,Financial Services,Mumbai,"$4,000,000",,"Kunal Shah, Rajan Bajaj",2022,February
ClaimBuddy,Hospital & Health Care,Gurgaon,"$3,000,000",Pre-series A,"Chiratae Ventures, Rebright Partners",2022,February
Mamaearth,"Health, Wellness & Fitness",Gurgaon,"$52,000,000",,Sequoia,2022,January
EsportsXO,Mobile Games,Bangalore,"$1,000,000",Seed,"We Founder Circle, Wami Capital, SucSEED Indovation Fund",2022,January
Geniemode,Import & Export,Gurgaon,"$7,000,000",Series A,"Deepinder Goyal, Kunal Shah, Prashant Malik, Pankaj Gupta",2022,January
Exotel,Telecommunications,Bangalore,"$40,000,000",Series D,Steadview Capital,2022,January
Innoviti Payment Solutions,Financial Services,Bangalore,"$10,000,000",,"Trifecta Debt Fund, Patni Advisors, Bessemer Venture Partners",2022,January
Pine Labs,Information Technology & Services,Noida,"$20,000,000",,State Bank of India,2022,January
Moneyboxx,Financial Services,Mumbai,"$1,000,000",,,2022,January
CASHe,Financial Services,Mumbai,"$10,000,000",,TSLC,2022,January
iD Fresh Foods,Food Production,Bangalore,"$60,000,000",Series D,NewQuest Capital Partner,2022,January
Freecultr,Apparel & Fashion,New Delhi,"$5,000,000",Series,Sixth Sense Ventures,2022,January
Udaan,B2B E-commerce,Bangalore,"$200,000,000",,,2022,January
LivFin,Financial Services,Gurgaon,"$2,000,000",,BlackSoil,2022,January
Bambrew,Renewables & Environment,Bangalore,Vaibhav Anant,"Blue Ashva Capital, Supack Industries",Uplifting Rural Development,2022,January
Courseplay,E-learning,Mumbai,"$400,000",Seed,Inflection Point Ventures,2022,January
Dunzo,E-commerce,Bangalore,"$240,000,000",,Reliance Retail Ventures Limited,2022,January
Rupifi,Financial Services,Bangalore,"$25,000,000",Series A,"Venture Partners, Tiger Global",2022,January
AarogyaAI,Hospital & Health Care,New Delhi,"$700,000",Seed,"Redstart Labs, Avaana Capital",2022,January
Avataar,3D AI company,Bangalore,"$45,000,000",Series B,"Tiger Global, Sequoia Capital India",2022,January
Power Gummies,"Health, Wellness & Fitness",New Delhi,"$6,000,000",Series A,"9Unicorns, Wipro",2022,January
The ePlane Company,Aviation & Aerospace,Chennai,"$5,000,000",Pre-series A,"Speciale Invest, Micelio",2022,January
Grip Invest,Financial Services,Gurgaon,"$1,000,000",,,2022,January
Recykal,Information Technology & Services,Hyderabad,"$22,000,000",,Morgan Stanley,2022,January
DMI Finance,Financial Services,New Delhi,"$47,000,000",,Sumitomo Mitsui Trust Bank,2022,January
Rupeek,Financial Services,Bangalore,"$34,000,000",,Lightbox,2022,January
Ippo Pay,Financial Services,Chennai,"$2,000,000",,Coinbase Ventures,2022,January
OneDios,Information Technology & Services,Noida,"$1,200,000",,"India Angel Network, LetsVenture",2022,January
zeda.io,Computer Software,Bangalore,"$1,200,000",Seed,BEENEXT,2022,January
Glamplus,Computer Software,Bangalore,"$700,000",,Blume Ventures,2022,January
Refyne,Financial Services,Bangalore,"$82,000,000",Series B,Tiger Global,2022,January
Lendingkart,Financial Services,Ahmedabad,"$5,900,000",,BlueOrchard Finance,2022,January
Muvin,Financial Services,Bangalore,"$3,000,000",Pre-series A,WaterBridge Ventures,2022,January
Freadom,E-learning,Gurgaon,"$2,500,000",,"Tiger Shroff, Ashneer Grover",2022,January
Traya,"Health, Wellness & Fitness",Mumbai,"$2,200,000",Pre-series A,Fireside Ventures,2022,January
Praan,Renewables & Environment,Mumbai,"$1,500,000",,"Better Capital, Paradigm Shift Capital, Avaana Capital",2022,January
Pepul,Computer Software,Chennai,"$1,300,000",Seed,"Hourglass Venture Partners, Girish Mathrubootham, Vijay Shekhar Sharma",2022,January
Kaleidofin,Financial Services,Chennai,"$10,000,000",Series B,Michael & Susan Dell Foundation,2022,January
LEAD School,EdTech,Mumbai,"$100,000,000",,WestBridge Capital,2022,January
Turnip,Online Media,Bangalore,"$12,000,000",Series A,"Greenoaks, Elevation Capital",2022,January
Rooter,Mobile Games,New Delhi,"$25,000,000",Series A,"Lightbox, March Gaming, Duane Park",2022,January
ORAI Robotics,Information Technology & Services,Bangalore,"$800,000",Pre-series A,Inflection Point Ventures,2022,January
EVage,Automotive,Chandigarh,"$28,000,000",Seed,RedBlue Capital,2022,January
Chingari,Entertainment,Bangalore,"$15,000,000",Series A,"Republic Capital, Onmobile, JPIN Venture Catalysts",2022,January
Your-Space,Hospitality,New Delhi,"$10,000,000",Series A,"Shantanu Rastogi, AJAX Capital, Holy Basil Consultancy Private Ltd",2022,January
ZingHR,Information Technology & Services,Mumbai,"$10,000,000",,Tata Capital Growth Fund II,2022,January
HEAPS,"Health, Wellness & Fitness",Bangalore,"$550,000,000",Series A,NVS Wealth Managers,2022,January
nCORE Games,Computer Games,Bangalore,"$10,000,000",Series A,"Amitabh Singhal, Sandeep Nailwal",2022,January
CarzSo India,Automotive,Gurgaon,"$700,000",,Mytash,2022,January
Edustoke,EdTech,Bangalore,"$400,000",Seed,Indus Initiatives,2022,January
NewsReach,Online Media,Mumbai,,,"JITO Angel Network, Sharan Aggarwal",2022,January
Cloud Tailor,Apparel & Fashion,Hyderabad,"$1,000,000",Pre-series A,"35North Ventures, Mergerdomo",2022,January
Arya.Ag,AgriTech,Noida,"$60,000,000",Series C,"Asia Impact SA, Lightrock India, Quona Capital",2022,January
Epigeneres Biotech,Biotechnology,Mumbai,"$60,000,000",Series B,"LetsVenture Angel Fund, Moez Daya",2022,January
INDmoney,Financial Services,Gurgaon,"$75,000,000",Series D,"Steadview Capital, Tiger Global, Dragoneer Investment Group",2022,January
Addverb Technologies,Industrial Automation,Noida,"$132,000,000",,Reliance,2022,January
Qarmatek,Telecommunications,Ahmedabad,"$3,000,000",,"Gujarat Venture Finance Limited, Caspian Debt",2022,January
AppX,Tech startup,New Delhi,"$1,300,000",,Y Combinator,2022,January
MyCaptain,EdTech,Bangalore,"$3,000,000",Pre-series A,Ankur Capital,2022,January
Mivi,Electrical & Electronic Manufacturing,Hyderabad,,,N+1 Capital,2022,January
HUVIAiR,Computer Software,Bangalore,"$3,200,000",Series A,Chiratae Ventures,2022,January
Aerostrovilos Energy,Machinery,Chennai,"$400,000",Seed,"Tube Investment of India, Murugappa Group Company",2022,January
Scripbox,Financial Services,Bangalore,"$21,000,000",Series D,"Accel Partners, Transpose Platform, the Sparkle Fund",2022,January
Pluckk,Food & Beverages,Mumbai,"$5,000,000",Seed,Exponentia Ventures,2022,January
Dogsee Chew,Food & Beverages,Bangalore,"$6,700,000",Series A,"Mankind Pharma, Sixth Sense Ventures",2022,January
Lummo,Entreprenurship,Bangalore,"$80,000,000",Series C,"Tiger Global, Sequoia Capital India",2022,January
Threedots,Financial Services,Bangalore,"$4,000,000",Seed,Kalaari Capital,2022,January
MatchLog,Logistics & Supply Chain,Mumbai,"$3,000,000",Pre-series,"Blue Ashva Capital, Rainmatter Climate, Capital-A",2022,January
NowPurchase,B2B marketplace,Kolkata,"$2,400,000",Seed,"Orios, InfoEdge Ventures",2022,January
Sahicoin,Financial Services,Gurgaon,"$1,750,000",Seed,"Alameda Ventures, Better Capital Ventures",2022,January
Finsall,Financial Services,Bangalore,"$1,000,000",Pre-series A,Unicorn India Ventures,2022,January
GameEon Studio,Computer Games,Mumbai,"$200,000",,"Mrunal Jhaveri, Ajay Upadhyaya",2022,January
Trainn,Computer Software,Chennai,"$700,000",Seed,Speciale Invest,2022,January
Diginoor,Information Technology & Services,Chennai,"$1,000,000",Seed,"Contrary Capital, Polygon Fund",2022,January
Pi Ventures,Venture Capital & Private Equity,Bangalore,"$40,000,000",,"Binny Bansal, Varun Alagh",2022,January
SaaS Labs,SaaS,Noida,"$42,000,000",Series B,Sequoia Capital,2022,January
StockGro,Financial Services,Bangalore,"$32,000,000",Series A,"BITKRAFT Ventures, General Catalyst, Itai Tsiddon",2022,January
GIVA,Luxury Goods & Jewelry,Bangalore,"$10,000,000",Series A,"Sixth Sense Ventures, A91 Partners",2022,January
toothsi,"Health, Wellness & Fitness",Mumbai,"$9,000,000",,Stride Ventures,2022,January
Zuper,Information Technology & Services,Chennai,"$13,000,000",Series A,"Sequoia Capital India, Prime Venture Partners",2022,January
CellStrat,Computer Software,Bangalore,"$1,40,000",,,2022,January
StanPlus,Hospital & Health Care,Hyderabad,"$20,000,000",Series A,"HealthQuad, Kalaari Capital, HealthX Capital",2022,January
Swiggy,FoodTech,Bangalore,"$700,000,000",,Invesco,2022,January
Ola Electric,Automotive,Bangalore,"$200,000,000",,"Tekne Private Ventures, Alpine Opportunity Fund, Edelweiss",2022,January
Hospals,Hospital & Health Care,New Delhi,"$3,500,000",Pre-series A,"Inflection Point Ventures, 9Unicorns, Singapore-based Wavemaker",2022,January
HYPD,E-commerce,New Delhi,"$1,500,000",Seed,"Better Capital, Sauce VC, Bhuvan Bam",2022,January
Oben Electric,Automotive,Bangalore,"$1,000,000",Seed,"Krishna Bhupal, Shajikumar Devakar",2022,January
SustainKart,E-commerce,Hyderabad,"$500,000",Pre-seed,India Accelerator,2022,January
Super Scholar,Education Management,Mumbai,"$400,000",,"MAGIC Fund, 2am VC, Astir VC",2022,January
NowPurchase,Metal manufacturing,Kolkata,"$2,400,000",Seed,"Orios, InfoEdge Ventures",2022,January
Darwinbox,Information Technology & Services,Bangalore,"$72,000,000",Series D,Technology Crossover Ventures,2022,January
Flint,Financial Services,Bangalore,"$5,000,000",Seed,"Sequoia Capital India, GFC",2022,January
Vajro,Computer Software,Chennai,"$8,500,000",Series A,Five Elms Capital,2022,January
Raise Financial,Financial Services,Mumbai,"$22,000,000",Series A,"BEENEXT, Mirae Asset Ventures",2022,January
Desi Hangover,Apparel & Fashion,Mumbai,"$1,800,000",,"Social Alpha, CIIE.co, Be An Angel Network",2022,January
Vyapar,Financial Services,Bangalore,"$30,000,000",Series B,WestBridge Capital,2022,January
MinIO,Computer Software,Bangalore,"$100,000,000",Series B,"SoftBank Vision Fund 2, Dell Capital, General Catalyst",2022,January
Growth School,E-learning,Bangalore,"$5,000,000",Seed,"Sequoia Capital India, Owl Ventures",2022,January
Kissht,Financial Services,Mumbai,"$10,000,000",,"Trifecta Capital, Northern Arc",2022,January
iMocha,Computer Software,Pune,"$14,000,000",Series A,Eight Roads Ventures,2022,January
Our Food,Food Production,Hyderabad,"$6,000,000",,"3Lines Venture Capital, C4D Asia Fund",2022,January
o9 Solutions,Computer Software,Bangalore,"$295,000,000",,"General Atlantic, BeyondNetZero",2022,January
Hike,Social Media,New Delhi,,,Polygon,2022,January
SuperOps.ai,Computer Software,Chennai,"$14,000,000",Series A,"Addition, Tanglin Ventures",2022,January
Aqgromalin,Farming,Chennai,"$5,000,000",Pre-series A,"Sequoia Capital India, Omnivore",2022,January
Ekank Technologies,Software,New Delhi,"$1,000,000",,"Archana Priyadarshini, Amit Jain, Amit Hooja, Deepak Jain",2022,January
Broomees,Information Technology & Services,New Delhi,"$600,000",,"2 AM VC, Magic Fund",2022,January
Moglix',Software,Noida,"$250,000,000",Series F,"Tiger Global, Alpha Wave Global",2022,January
