Company,Sector,Headquarters,Amount,Funding_Round_Type,Lead_Investors,Year,Month
WholeSaleBox,eCommerce,Jaipur,"20,00,000",Private Equity,"Manish Maheshwari, Contrarian Vriddhi Fund",2016,November
Crossahead,Consumer Internet,Noida,,Seed Funding,Mohit Sharma,2016,November
Affordplan,Consumer Internet,New Delhi,"30,00,000",Private Equity,"Prime Venture Partners, Kalaari Capital",2016,November
HandyTrain,Consumer Internet,Goa,"10,00,000",Private Equity,"Silver Range Investments, Lumina Datamatics, Shun Yoshida & Others",2016,November
ShopsUp,eCommerce,Bangalore,"9,63,000",Seed Funding,"Anand Sankeshwar, Yang Shu",2016,November
Indofash,eCommerce,Bangalore,"1,50,000",Seed Funding,"Shekhar Sahu, Nitesh Pant",2016,November
Entropika,Technology,Bangalore,"2,00,000",Seed Funding,"Dileep Bhatt, Milind Chaudhary",2016,November
MarianaIQ,Technology,Bangalore,"20,00,000",Private Equity,Exfinity Venture Partners,2016,November
Chai Thela,Food & Beverage,Noida,"2,18,000",Seed Funding,Quarizon,2016,November
Interviewpad,Technology,Pune,"1,00,000",Seed Funding,Krishna Rokhale,2016,November
Math Buddy,Consumer Internet,Vadodara,"4,40,000",Seed Funding,Menterra Social Impact Fund,2016,November
Pulse,Consumer Internet,Bangalore,"5,00,000",Private Equity,SAIF Partners,2016,November
MonkeyBox,Consumer Internet,Bangalore,,Seed Funding,Blume Ventures & Others,2016,November
Carcrew.in,Consumer Internet,Mumbai,"5,00,000",Seed Funding,TVS Group,2016,November
MeraKisan,eCommerce,Bangalore,,Seed Funding,Mahindra Univeg,2016,October
Mystifly,Consumer Internet,Bangalore,"50,00,000",Private Equity,Recruit Holdings,2016,October
HelpChat,Consumer Internet,Bangalore,,Private Equity,"American Express Ventures, Sequoia Capital",2016,October
Uniphore,Technology,Chennai,"20,00,000",Private Equity,"IDG Ventures, Indian Angel Network (IAN), YourNest Angel Fund",2016,October
World Art Community,eCommerce,Gurgaon,"2,00,000",Seed Funding,Viraj Tyagi & Others,2016,October
Giftxoxo,eCommerce,Bangalore,"4,50,000",Private Equity,Mahindra Holidays & Resorts India Ltd,2016,October
Bharat Bazaar,eCommerce,Mumbai,,Seed Funding,"BeeNext, TV Mohandas Pai, Kunal Shah, Sandeep Tandon",2016,October
GOQii,Consumer Internet,Mumbai,,Private Equity,Ratan Tata,2016,October
India Gifts Portal,eCommerce,Noida,"20,00,000",Private Equity,"Naveen Arya, Tarun Joshi",2016,October
Moglix,eCommerce,Noida,"42,00,000",Private Equity,"Accel Partners, Jungle Ventures, SeedPlus",2016,October
NetLinx,Consumer Internet,Hyderabad,"30,00,000",Private Equity,"Xchange Investors NV, TransGlobal FZC",2016,October
Scandid,Consumer Internet,Pune,,Private Equity,3One4 Capital,2016,October
Remitr,Consumer Internet,Mumbai,"10,00,000",Seed Funding,"Vijay Shekhar Sharma, Pravin Gandhi,\\xc2\\xa0 Smart Start Fund; Kunal Shah,\\xc2\\xa0 Sandeep Tandon, Vishal Gondal, & Others",2016,October
InnerChef,Consumer Internet,Gurgaon,"25,00,000",Private Equity,"Mistletoe, M&S Partners",2016,October
AppsDaily,Consumer Internet,Mumbai,"37,50,000",Private Equity,"Zodius Capital, Kalaari Capital, Qualcomm Ventures, Russian venture capital fund Ru-Net, Mumbai Angels",2016,October
MuhurtMaza,Consumer Internet,Pune,,Seed Funding,Undisclosed Investor,2016,October
Azuro,Consumer Internet,Mumbai,,Private Equity,"White Unicorn Ventures, Kae Capital, Mumbai Angels",2016,October
NeuroSynaptic,Technology,Bangalore,,Private Equity,"Indian Angel Network, Healthsquad, Axilor Ventures",2016,October
UE LifeSciences,Technology,Mumbai,"12,00,000",Private Equity,"Kiran Mazumdar-Shaw, Unitus Seed Fund",2016,October
FindmeaShoe,Consumer Internet,Bangalore,,Seed Funding,Ventureast Fund Advisors,2016,October
RealBox,Technology,Noida,"3,00,000",Seed Funding,Hyderabad Angels,2016,October
Sportido,Consumer Internet,Noida,,Seed Funding,Sumpoorna Group,2016,October
GoZefo,eCommerce,Bangalore,"10,50,000",Private Equity,"Helion Venture Partners, BeeNext",2016,October
RayIOT,Technology,Bangalore,"1,00,000",Seed Funding,HAX Accelerator,2016,October
KOOH Sports,Technology,Mumbai,"22,00,000",Private Equity,"HDFC, Faering Capital, Elevate Sports",2016,October
Flexiloans,Consumer Internet,Mumbai,"1,50,00,000",Private Equity,"Sanjay Nayar, Vikram Sud, Anil Jaggia, Narayan Seshadri",2016,October
Sibia Analytics,Technology,Kolkata,,Seed Funding,Radhakrishnan Natarajan & Others,2016,October
Vithi.com,eCommerce,New Delhi,"3,75,000",Seed Funding,undisclosed investor,2016,October
Yupp TV,Consumer Internet,Bangalore,"5,00,00,000",Private Equity,Emerald Media,2016,October
Deyor Camps,Consumer Internet,Gurgaon,"5,00,000",Seed Funding,"Nitin Passi, Manickam Mahalingam, Udaan Angels, Rajesh Arora, Arkas Industries",2016,October
ZipLoan,Consumer Internet,New Delhi,,Seed Funding,"GrowX Ventures, Sunil Kalra, Arun Venkatachalam,\\xc2\\xa0 Badal Malick",2016,October
FabAlley,ecommerce,Noida,"20,00,000",Private Equity,"India Quotient, FAO Ventures, Indian Angel Network, Tushar Singh, Ranjan Sharma",2016,October
Shoekonnect,eCommerce,Agra,,Seed Funding,Indian Angel Network,2016,October
Maya,Consumer Internet,Bangalore,,Seed Funding,Rajan Anandan,2016,October
RoboVac,Technology,Ahmedabad,"4,50,000",Seed Funding,Virendra Patel,2016,October
Newspatrolling,Consumer Internet,New Delhi,"25,000",Seed Funding,Undisclosed,2016,October
Postman,Consumer Internet,Bangalore,"70,00,000",Private Equity,Nexus Venture Partners,2016,October
ISFC,Finance,Hyderabad,"60,00,000",Private Equity,Gray Matters Capital,2016,October
BeatRoute,Technology,Gurgaon,,Seed Funding,Quarizon Consultancy Services LLP,2016,October
Kidsstoppress,Consumer Internet,Mumbai,,Seed Funding,Karan Bhagat,2016,October
Innov8,Consumer Internet,Bangalore,,Seed Funding,Punit Soni,2016,October
DailyHunt,Consumer Internet,Bangalore,"2,50,00,000",Private Equity,"ByteDance, Arun Sarin, Matrix Partners, Sequoia Capital India, Omidyar Network,\\xc2\\xa0 Falcon Edge",2016,October
Tazzo Bikes,Consumer Internet,Hyderabad,"2,27,000",Seed Funding,DSG Consumer Partners,2016,October
MyKindofJob,Consumer Internet,Mumbai,"10,00,000",Seed Funding,"Mayank Shah, Shreyans Shah",2016,October
Trilyo,Technology,Bangalore,,Seed Funding,"Vishnu Bhat, Rajiv Lunkad, Naresh Ravindranath",2016,October
Rooter,Consumer Internet,New Delhi,,Seed Funding,"Boman Irani, Dhruv Chitgopekar, Prantik Dasgupta",2016,October
Yumigo,Consumer Internet,Gurgaon,"3,00,000",Seed Funding,Hemant Sahni,2016,October
Rentalpha,Others,Mumbai,"1,60,00,000",Private Equity,Bravia Capital,2016,October
3Dexter,Technology,New Delhi,"1,50,000",Seed Funding,Newbie Promoters,2016,October
BabyChakra,Consumer Internet,Mumbai,,Private Equity,RoundGlass Partners,2016,October
Coppre,eCommerce,Pune,,Seed Funding,Ganesh Natarajan,2016,October
MySUN,Technology,Noida,"25,00,000",Private Equity,General Catalyst Partners,2016,October
ePathsala,Technology,Bangalore,,Seed Funding,"Hyderabad Angels, TLabs",2016,October
Furlenco,Consumer Internet,Bangalore,"3,00,00,000",Private Equity,"Lightbox Ventures, Axis Capital & Others",2016,October
Fisdom,Consumer Internet,Bangalore,"11,00,000",Private Equity,"Saama Capital, Raghunandan G, Aprameya Radhakrishna",2016,October
Actofit,Technology,Mumbai,"7,50,000",Private Equity,Next Orbit Ventures Fund,2016,October
Stayology,Consumer Internet,Bangalore,,Seed Funding,Ranjan Pai,2016,October
Hipcask,Consumer Internet,Mumbai,,Seed Funding,Mobikon,2016,October
RailYatri,Consumer Internet,Noida,,Private Equity,"Helion Ventures, Blume ventures",2016,October
ChatOnGo,Consumer Internet,Mumbai,"3,00,000",Seed Funding,Janak Jain,2016,October
WOTU,eCommerce,Bangalore,,Seed Funding,KAE capital,2016,October
Healthians,Consumer Internet,Gurgaon,"30,00,000",Private Equity,BEENEXT,2016,October
Box8,Consumer Internet,Mumbai,"75,00,000",Private Equity,"IIFL Seed Ventures Fund, Mayfield Ventures",2016,October
Kredx,eCommerce,Bangalore,"60,00,000",Private Equity,Sequoia Capital,2016,October
CreditMate,Consumer Internet,Mumbai,"5,00,000",Seed Funding,India Quotient,2016,October
Pickrr,Technology,New Delhi,,Seed Funding,Swastika Company Ltd,2016,October
SatvaKart,eCommerce,Gurgaon,,Seed Funding,Nimit Panigrahi,2016,October
SooperMO,Technology,Gurgaon,"1,00,000",Seed Funding,Lalit Vase,2016,October
OrangeTwig,Consumer Internet,New Delhi,"10,00,000",Seed Funding,Undisclosed investor,2016,October
Wooplr,Consumer Internet,Bangalore,,Seed Funding,"Astarc Ventures, Anand Chandrasekaran",2016,October
The Kettlery,eCommerce,Ahmedabad,"10,00,000",Private Equity,"hooting Starts Sports LLP, Franchise India Brands",2016,October
Idea Bubbles,Consumer Internet,Bangalore,"7,00,000",Private Equity,"1Crowd, Eureka Forbes Ltd, Shapoorji Pallonji & Co. Ltd.",2016,October
FR8,Technology,Chennai,"9,71,000",Private Equity,Omnivore Partners,2016,October
Ather Energy,Technology,Bangalore,"2,70,00,000",Private Equity,Hero MotoCorp,2016,October
Pikkol,Logistics,Bangalore,,Seed Funding,"Ajay Nanavati, Afsal Salu",2016,October
Velmenni,Technology,New Delhi,"1,00,000",Seed Funding,Kalaari Capital,2016,October
Volta Motors,Technology,Chennai,"1,00,000",Seed Funding,Kalaari Capital,2016,October
Cyclops,Technology,Bangalore,"1,00,000",Seed Funding,Kalaari Capital,2016,October
Impact Analytics,Technology,Bangalore,"7,50,000",Private Equity,"Aarin Capital, Michael Herzig, Ashish Lakhanpal",2016,October
Talent Next,Consumer Internet,Mumbai,"10,00,000",Seed Funding,Karanpal Singh & Others,2016,October
Mad Street Den,Technology,Chennai,,Private Equity,"Sequoia India, Exfinity Ventures, growX ventures,",2016,September
Mihup,Technology,Kolkata,"67,00,000",Private Equity,Accel Partners,2016,September
Renowala,eCommerce,Hyderabad,,Seed Funding,Pradeep Dhobale,2016,September
Lucideus,Technology,New Delhi,,Seed Funding,Amit Choudhary,2016,September
Trackbizz,Technology,Kochi,,Private Equity,Grasshoppers,2016,September
Social Quotient,Technology,Mumbai,,Seed Funding,"Anita Dongre, Yash Dongre, Milind Sarwate",2016,September
Stalk Buy Love,eCommerce,New Delhi,,Seed Funding,William Bissel,2016,September
eShakti,eCommerce,Chennai,"13,50,000",Private Equity,"Infina Finance Pvt. Ltd, Uday Kotak",2016,September
CheersOye!,Consumer Internet,Mumbai,"5,00,000",Seed Funding,Undisclosed Investors,2016,September
Lenskart,eCommerce,New Delhi,,Private Equity,PremjiInvest,2016,September
BigStylist,Consumer Internet,Mumbai,"9,00,000",Private Equity,Info Edge (India) Ltd,2016,September
Zilingo,eCommerce,Bangalore/ Bangkok,"80,00,000",Private Equity,"Venturra Capital, Sequoia India, Susquehanna International Group.\\xc2\\xa0 Wavemaker Partners, Beenext, Beenos, Digital Garage",2016,September
Alternacare,Consumer Internet,New Delhi,"5,00,000",Seed Funding,Eros Labs,2016,September
Simplilearn,Education,Bangalore,"60,00,000",Private Equity,InnoVen Capital India,2016,September
Prozo,eCommerce,Gurgaon,"3,15,000",Seed Funding,"Earlsfield Capital, Sailender Solanki, Rajiv Solanki",2016,September
TopRankers,Education,Bangalore,"6,70,000",Seed Funding,"CareerNet Consulting Pvt. Ltd, Ideation Initiative Pvt. Ltd,",2016,September
BuildTraders,eCommerce,Bangalore,"2,00,000",Seed Funding,Idein Ventures,2016,September
Byju\\xe2\\x80\\x99s,Education,Bangalore,"5,00,00,000",Private Equity,"Chan Zuckerberg Initiative, Times Internet Ltd, Sequoia Capital, Sofina, Lightspeed Ventures",2016,September
NoBroker,Consumer Internet,Bangalore,,Seed Funding,Anand Chandrasekaran,2016,September
Freshboxx,eCommerce,Hubli,,Seed Funding,Ravi Linganuri,2016,September
CureInstant,Consumer Internet,New Delhi,"1,50,000",Seed Funding,Dr. Rameshwar Kumar,2016,September
Poshtic,Consumer Internet,Noida,"4,50,000",Seed Funding,"havya Sharma, Amit Nagar",2016,September
KarmaCircles,Consumer Internet,New Delhi,,Seed Funding,"Harinder Takhar, Zain Raj, Dr. Prasad Kaipa, Abaran Deep, Aseem Sood, Mustafa Patni",2016,September
Purple Style Labs,Consumer Internet,Mumbai,"4,48,000",Seed Funding,"Augment Ventures, Rahul Kayan, Nikhil Golcha, Shubham Gupta, Roy Kwan",2016,September
Inuxu,Technology,Pune,"30,00,000",Private Equity,Fork Media,2016,September
Nykaa,eCommerce,Mumbai,"1,23,00,000",Private Equity,"Sunil Munjal, Mariwala family",2016,September
Glam Studios,Consumer Internet,Noida,"3,00,000",Seed Funding,"Pradeep Mirani, Aqeel Ahmed, Anand Ladsariya, Nitin Agarwal",2016,September
Findow,Consumer Internet,Bangalore,,Seed Funding,Raj Singh Bhandal,2016,September
IdeaChakki,Consumer Internet,Delhi,,Seed Funding,Ratan Tata,2016,September
ShoeKonnect,eCommerce,Agra,,Seed Funding,Indian Angels Network,2016,September
NearBuy,Consumer Internet,Gurgaon,"25,00,000",Private Equity,BlackSoil Capital Pvt. Ltd.,2016,September
ZeroInfy,Consumer Internet,Kolkata,,Seed Funding,Calcutta Angels Network,2016,September
Flocareer,Consumer Internet,Bangalore,"1,50,000",Seed Funding,"Balasubramanian Krishnamurthy, Sidhartha Hazarika & Others",2016,September
LensPick,eCommerce,Bangalore,,Private Equity,Scadea Solutions Inc,2016,September
infeedo,Consumer Internet,Gurgaon,"2,00,000",Seed Funding,"Dheeraj Jain, Palash Jain, Anupam Mittal, Ameera Shah,\\xc2\\xa0 Vivek Bhargava, Rahul Singh, Ambarish Gupta,",2016,September
Furlenco,eCommerce,Bangalore,"50,00,000",Private Equity,Lightbox Ventures and others,2016,September
GoPigeon,Consumer Internet,Bangalore,"15,00,000",Private Equity,Nexus Venture Partners,2016,September
NewsDistill,Consumer Internet,Hyderabad,"1,00,000",Seed Funding,"Ganesh Narasimhan, Ramana Thumu, Sudhir Mallem",2016,September
DoctorInsta,Consumer Internet,Gurgaon,"10,00,000",Private Equity,RoundGlass Partners,2016,September
Milofy,Consumer Internet,Bangalore,"7,50,000",Seed Funding,Accel Partners,2016,September
Liqvid,Technology,New Delhi,,Private Equity,Gray Matters Capital,2016,September
Swiggy,Consumer Internet,Bangalore,"1,50,00,000",Private Equity,Bessemer Venture Partners,2016,September
Codemojo,Consumer Internet,Bangalore,,Seed Funding,CIO Angel Network,2016,September
JustLikeNew,eCommerce,Hyderabad,"5,00,000",Seed Funding,LetsVenture,2016,September
JoeHukum,Technology,New Delhi,,Seed Funding,Sumit Jain,2016,September
Co Life,Consumer Internet,Bangalore,"10,00,000",Seed Funding,Undisclosed Investors,2016,September
PurpleDocs,Consumer Internet,Vadodara,,Seed Funding,"KellyGamma, Lead Angels & Others",2016,September
