Company,Sector,Headquarters,Amount,Funding_Round_Type,Lead_Investors,Year,Month
Prayaan Capital,Fintech,Chennai,"$1,200,000",Seed Round,Accion Venture Lab,2020,February
Sanfe,Hygiene,Delhi,"$1,100,000",Pre Series A,"SucSEED Venture Partners, BIRAC, Elixir Pharma, Titan Capital",2020,February
Swiggy,Foodtech,Bangalore,"$113,000,000",Series A,Prosus N.V,2020,February
Unacademy,Edtech,Bangalore,"$110,000,000",Series E,"Facebook, General Atlantic, Sequoia India, Nexus Venture Partners, Steadview Capital, Blume Ventures",2020,February
Zvesta,Proptech,Gurugram,"$5,500,000",,Hindustan Media Ventures,2020,February
Dunzo,Logistics,Bangalore,"$11,000,000",,Alteria Capital,2020,February
Digit Insurance,Insurtech,Bangalore,"$340,000",,"Virat Kohli, Anushka Sharma",2020,February
Yolo,Transport,Gurugram,"$600,000",Seed Funding,Undisclosed,2020,February
SmartVizX,VR & SaaS,,"$1,397,000",Pre series A,Rockstud Capital,2020,February
Carbon Clean,Cleantech,,"$16,000,000",,"WAVE Equity Partners, Chevron Technology Ventures, Marubeni Corporation.",2020,February
Genius Corner,Edtech,Noida,"$250,000",,"Mahesh Mohta, Jyoti Arora, Nachu Subramanian, Srivats",2020,February
PlanetSpark,Edtech,Gurugram,"$448,500",,"Indian Angel Network, Lead Angels, Hyderabad Angels",2020,February
Simsim,Social Commerce,Bangalore,"$8,000,000",Series B,"Accel Partners, Shunwei Capital, Good Capital",2020,February
Shuttl,Transport,Delhi,"$7,975,700",Series C,SIG Global India Fund,2020,February
ClassMonitor,Edtech,Indore,,,Ashwin Khorana,2020,February
Friyey,Co-working,Pune,,,Tarun Bhalla,2020,February
Oga,Fitness,Bangalore,"$330,000",,Inflection Point Ventures,2020,February
Big Basket,Estore,Bangalore,"$3,500,000",,Trifecta Capital,2020,February
CYFIRMA,Saas,Bangalore,,Series A,Z3 Partners,2020,February
Innoviti,,Bangalore,"$5,000,000",,FMO,2020,February
Paytm money,Fintech,Bangalore,"$5,600,000",,One97 Communications,2020,February
Yap,Fintech,Chennai,"$1,402,000",,"Amrish Rau, Kunal Shah, Jitendra Gupta",2020,February
Clover,Agritech,Bangalore,"$5,500,000",Series A,"Omnivore, Accel Partners, Mayfield",2020,February
Nova Credit,Fintech,,"$50,000,000",Series B,"Kleiner Perkins, Canapi Ventures, Index Ventures, Nyca Partners, General Catalyst.",2020,February
Furlenco,Ecommerce,Bangalore,"$2,200,000",Series C,Chowdry Associates,2020,February
Brick&Bolt,,Bangalore,"$1,500,000",Pre series A,Surge,2020,February
MoEngage,Marketing,Bangalore,"$25,000,000",Series C,Eight Roads Ventures,2020,February
Classplus,Edtech,,"$2,500,000",Pre Series A,"Blume Ventures, Sequoia",2020,February
Chaayos,Beverages,,"$21,500,000",,Think Investment,2020,February
Altor,Tech,,,,Venture Catalysts,2020,February
Pepperfry,E-market,Mumbai,"$40,000,000",Series F,Pidilite Industries,2020,February
FirstCry,E-market,Pune,"$296,000,000",Series E,Softbank’s Vision Fund,2020,February
Waycool,Agritech,Chennai,"$32,000,000",Series C,LightBox Ventures,2020,February
WorkIndia,HR tech,,"$6,000,000",,Xiaomi,2020,February
Qyuki,Media,Mumbai,"$3,500,000",,Info Edge Venture Fund,2020,February
Leap India,Agritech,Coimbatore,"$30,000,000",Series B,Neev Fund,2020,February
Picxy,Media,Hyderabad,"$250,000",,"FirstCheque, Angellist India, Aakrit Vaish, Ranjith Radhakrishnan",2020,February
Krimanshi,Agritech,Jodhpur,"$20,000",,Arunachal Pradesh Social Entrepreneurship Meet,2020,February
NEETprep,Edtech,Delhi,,,IndiaQuotient,2020,February
Kuku FM,Media,Mumbai,"$5,500,000",Series A,Vertex Ventures,2020,February
SuperMoney,Fintech,Mumbai,"$1,000,000",Pre series A,Unitus Ventures.,2020,February
AlphaVector,E tailor,Bangalore,,,"Avaana Capital, Titan Capital",2020,February
Fox Capital,Fintech,Jaipur,"$2,500,000",,Institutional Investors,2020,February
Tribe Theory,Accomodation,Bangalore,"$3,500,000",,Tim Draper,2020,February
Fleetx,SaaS,,"$1,402,400",Series A,Beenext,2020,February
Embibe,Edtech,Mumbai,"$12,618,300",,Reliance Industries Limited (RIL),2020,February
Entri,Edtech,Kochi,"$1,400,000",Seed Round,Good Capital,2020,February
Oye! Rickshaw,E-mobility,,"$10,000,000",Series A,Chiratae Ventures,2020,February
Seal Professional,Edtech,Bangalore,,Pre series A,Equanimity Ventures,2020,February
Sprinng Foods,Food,Mumbai,,,"Mistletoe, Info Edge Asia",2020,February
1MG,Healthtech,Gurugram,"$9,900,000",,Bill & Melinda Gates Foundation,2020,February
Aagey,Fintech,Bangalore,,,"JITO Angel Network, Ketan Kothari, Girish Jain, Sunil Singhvi, Vinay Jain",2020,February
AdonMo,Ad-tech,Bangalore,"$3,000,000",,Ant Financial,2020,January
RACEnergy,E-mobility,,,Seed Round,"GrowX ventures, Prophetic Ventures",2020,January
BharatPe,Fintech,Delhi,"$100,000,000",,Coatue Management,2020,January
Vogo,Automotive,Bangalore,"$35,000,000",Series C,Lightstone Aspada,2020,January
Yolo,Transport,Gurugram,"$600,000",Seed Round,Undisclosed,2020,January
Unotech,SaaS,Mumbai,"$2,000,000",,Manish Choksi,2020,January
Zetwerk,Marketplace,Bangalore,"$2,200,000",,InnoVen capital,2020,January
WizKlub,Edtech,Bangalore,"$982,530",Seed Funding,Incubate Fund India,2020,January
Interviewbit,Edtech,Pune,"$200,000,000",Series A,"Tiger Global Management, Sequoia Capital India, Singapore’s Economic Development Board (EBD)",2020,January
MoneyTap,Fintech,,"$70,185,200",Series B,"Aquiline Technology Growth (ATG), RTP Global, Sequoia India",2020,January
Uniplatform Tech,SaaS,Delhi,,,"Frontline Strategy Finds, SucSEED Venture Partners LLP",2020,January
Bizongo,Marketplace,Mumbai,"$30,000,000",Series C,Schroder Adveq,2020,January
AppsFlyer,SaaS,Bangalore,"$210,000,000",Series D,General Atlantic,2020,January
Digit Insurance,Insurtech,Bangalore,"$84,000,000",,"A91 Partners, Faering Capital, TVS Capital",2020,January
Livspace,Interior Design,Bangalore,"$60,000,000",Series D,"Tahoe Investment Group, Mercer Investment",2020,January
GetVantage,Fintech,Mumbai,,Seed round,"Samyakth Capital, Venture Catalysts",2020,January
Konfinity,Edtech,Noida,,,Angel investors,2020,January
Pine Labs,Fintech,Noida,,,Mastercard,2020,January
Instoried,SaaS,Delhi,,,"SOSV, Chinaccelerator",2020,January
Nupay,Neo-banking,Haryana,,,Venture Catalysts,2020,January
Samosa Singh,Food,Bangalore,"$2,700,000",Series A,She Capital,2020,January
Crysta,Healthtech,Delhi,"$1,403,400",Pre Series A,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli",2020,January
Bounce,Automotive and Rentals,Bangalore,"$105,000,000",Series D,"Accel Partners, B Capital",2020,January
Park+,Techonology,,"$11,000,000",,"Sequoia Capital, Matrix Partners India",2020,January
Goodmylk,Dairy,Bangalore,"$400,000",Seed Round,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest",2020,January
Skylo,IoT,,"$103,000,000",Series B,SoftBank Group,2020,January
Tea Trunk,Beverage,Goa,"$220,000",,Angel investors,2020,January
Zoomcar,Transport & Rentals,Bangalore,"$30,000,000",Series D,Sony Innovation Fund,2020,January
Mera Cashier,Fintech,Noida,"$250,000",Seed Round,"Amit Singal, Manish Aggarwal",2020,January
Kristal AI,AI,,"$6,000,000",Series A,Chiratae Ventures,2020,January
Invento Robotics,AI Robotics,,"$281,300",Seed round,"Windrose Capital, ITI Growth Opportunities Venture Fund",2020,January
Sabse Sasta Dukaan,Pharmaceutical,Kolkata,,,Angel investors,2020,January
Fitphilia,Healthtech,Mumbai,,,Angel investors,2020,January
Medicus,Healthtech,Mumbai,"$12,700",,Angel investors,2020,January
Monech,Fintech,Mumbai,"$12,700",Seed Round,Angel investors,2020,January
Teach Us,Edtech,,"$12,700",Seed Round,Angel investors,2020,January
Dealberg,B2B marketplace,Bangalore,,,Undisclosed,2020,January
Phenom People,HR tech,,"$30,000,000",Series C,WestBridge Capital,2020,January
Extra Edge,Edtech,Pune,"$700,000",Pre series A,"Sprout Venture Partners, Indian Angel Network",2020,January
Capital Quotient,Fintech,Bangalore,"$600,000",,Undisclosed,2020,January
Karfa,Ecommerce,Delhi,"$25,000",Seed Round,Undisclosed,2020,January
Bounce,Automotive and Rentals,Bangalore,"$97,500,000",Series D,"Accel Partners, B Capital",2020,January
Zinier,Automation,Bangalore,"$90,000,000",Series C,ICONIQ Capital,2020,January
ProEves,Preschool Daycare,Delhi,"$507,000",Seed Round,1Crowd,2020,January
Aesthetic Nutrition,Food diet,,,Pre Series A,DSG Consumer Partners,2020,January
Ninjacart,B2B Agritech,Bangalore,"$10,000,000",Series C,"Flipkart India, Singapore-based GEC3",2020,January
TechnifyBiz,B2B Agritech,,"$2,000,000",Seed Round,"Omnivore, Insitor Impact Asia Fund",2020,January
Wysh,E-connect,Hyderabad,"$2,000,000",Series A,Kalaari Capital,2020,January
Keito,AI,Pune,"$160,000",Seed Round,Suma Soft Pvt Ltd,2020,January
Klub,Fintech,,"$2,000,000",Pre seed round,Sequoia Surge,2020,January
Aadhar,Ecommerce,Mumbai,,Seed Round,"Sprout Venture Partners, JITO Angel Network, LetsVenture",2020,January
IncubateHub,Tech hub,Bengaluru,,,Venture Catalysts,2020,January
Rage Coffee,FMCG,Delhi,,,Refex Capital,2020,January
Skilancer,Technology,Noida,,,Venture Catalysts,2020,January
Harappa Education,Edtech,New Delhi,,,James Murdoch-led Lupa Systems,2020,January
Axio Biosolutions,Medtech,Bangalore,"$5,200,000",Series B,Omidyar Network India,2020,January
Techbooze,Consultancy,,"$15,000,000",Series A,Space Capital,2020,January
PayMart,Fintech,Chandigarh,,,"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network",2020,January
Testbook,Edtech,,"$8,400,000",Series B,Iron Pillar,2020,January
FabAlley,Ecommerce,Noida,"$1,100,000",,Trifecta Capital,2020,January
HaikuJAM,,,"$3,400,000",,"Lightbox. Social Capital, Dunce Capital",2020,January
Mamaearth,Ecommerce,,"$18,300,000",Series A,Sequoia India,2020,January
Rentomojo,Rental,,"$2,000,000",,GMO Payment Gateway,2020,January
Zomato,Foodtech,,"$150,000,000",,Ant Financial,2020,January
Byju,Edtech,,"$200,000,000",,Tiger Global,2020,January
Generico,Pharmacy,Mumbai,"$1,400,000",,Alteria Capital,2020,January
HighRadius,Saas,Hyderabad,"$125,000,000",Series B,ICONIQ Capital,2020,January
Chai Kings,Beverage,Chennai,"$1,000,000",,The Chennai Angels (TCA),2020,January
Rivigo,Logistics,Gurugram,"$3,400,000",Series F,Trifecta Capital,2020,January
BuildPan,SaaS,Indore,,Seed round,"HNIs in India, Japan, and the US",2020,January
Shiksha,Edtech,,"$181,000",,Mumbai Angels Network,2020,January
Super Surfaces,Deisgning,Hyderabad,"$500,000",Series A,Vishnu Reddy,2020,January
Quicko,Taxation,Ahmedabad,"$280,000",,"Zerodha fintech fund, Rainmatter",2020,January
Satin Creditcare,Fintech,Gurgaon,"$15,000,000",,Austrian Bank,2020,January
XpressBees,Logistics,,"$10,000,000",,Alibaba,2020,January
FarmERP,Agritech,Pune,,Series A,TechnoGen,2020,January
Wealth Bucket,Fintech,,"$3,000,000",,"NorthStar, Vinod Khatumal",2020,January
GoMechanic,Automobile Technology,Delhi,"$14,700,000",Series B,"Chiratae Ventures, Sequoia Capital, Orios Venture Partners",2020,January
Fashor,Fashion,Chennai,"$1,000,000",Pre series A,Sprout venture partners,2020,January
Leverage Edu,Edtech,Delhi,"$1,500,000",,"DSG Consumer Partners, Blume Ventures",2020,January
Purplle,Cosmetics,Mumbai,"$8,000,000",,Verlinvest,2020,January
Shuttl,Transport,Delhi,"$8,043,000",Series C,SIG Global India Fund LLP.,2020,January
Pando,Logitech,Chennai,"$9,000,000",Series A,Chiratae Ventures,2020,January
Bombay Shaving,Shantanu Deshpande,Provides a range of male grooming products,,,,2020,January
Ruangguru,Edtech,Mumbai,"$150,000,000",Series C,General Atlantic,2020,January
HomeLane,Interior design,Chennai,"$30,000,000",Series D,"Evolvence India Fund (EIF), Pidilite Group, FJ Labs",2020,January
Nu Genes,AgriTech,Telangana,"$6,000,000",,Innovation in Food and Agriculture (IFA),2020,January
FlytBase,Technology,Pune,,,Undisclosed,2020,January
Kratikal,Technology,Noida,"$1,000,000",Pre series A,"Gilda VC, Art Venture, Rajeev Chitrabhanu.",2020,January
Lenskart,E-commerce,Delhi,"$275,000,000",Series G,SoftBank,2020,January
Cub McPaws,E-commerce & AR,Mumbai,,,Venture Catalysts,2020,January
Appnomic,SaaS,Bangalore,"$22,000,000",,Avataar Ventures,2020,January
JobSquare,HR tech,Ahmedabad,"$140,500",,Titan Capital,2020,January
Open Secret,Food tech,,,,Matrix Partners,2020,January
LivFin,Fintech,Delhi,"$5,000,000",,German development finance institution DEG,2020,January
Byju's,Edtech,,"$540,000,000",,"South Africa’s Naspers Ventures, the CPP Investment Board",2020,January
Zest Money,Fintech,Bangalore,"$15,000,000",Series B,Goldman Sachs.,2020,January
Witblox,Edtech,,"$182,700",,Mumbai Angels Network,2020,January
SalaryFits,Fintech,,"$5,000,000",,Brazilian VC Fund Confrapar,2020,January
Pristyn Care,Healthcare,,"$12,000,000",Series B,"Sequoia India, Hummingbird Ventures, Greenoaks Capital, AngelList.",2020,January
Springboard,Edtech,,"$11,000,000",Post series A,Reach Capital,2020,January
DROR Labs Pvt. Ltd,Safety tech,Delhi,,,Inflection Point Ventures,2020,January
Medlife,Pharmaceutical,Bangalore,"$15,500,000",,Wilson Global Opportunities Fund,2020,January
Seekify,SaaS,Delhi,"$1,500,000",Seed funding,Sequoia Capita,2020,January
Toffee Insurance,Insurance technology,Haryana,"$5,500,000",Series A,IVM Intersurer,2020,January
Fireflies .ai,AI,,"$5,000,000",,Canaan Partners,2020,January
HungerBox,Foodtech,Bangalore,"$12,000,000",Series C,"Paytm, Asian VC fund NPTK, Sabre Partners, Neoplux.",2020,January
Bijak,Agritech,,"$2,500,000",Seed fund,"Omnivore and Omidyar Network India, Sequoia Capital",2020,January
Licious,Food,Bangalore,"$30,000,000",Series E,Vertex Growth Fund,2020,January
truMe,IoT,,"$140,000",,Rajan Kaistha,2020,January
Pumpkart,E-marketplace,Chandigarh,,,Dinesh Dua,2020,January
Asteria Aerospace,Robotics & AI,Bangalore,"$230,000,000",,Reliance Industries,2020,January
Rivigo,Logistics,,"$20,000,000",Series F,"SAIF Partners India VI Ltd, Spring Canter Investment Ltd",2020,January
HappyEasyGo,Travel,Gurugram,"$49,400,000",Series B+,"Korea Investment Partners (KIP), Samsung Venture Investment Corporation (SVIC), UOB Venture, 10 Fund, CVCapital, Zero2IPO Ventures, M&S Partners",2020,January
Zetwerk,Manufacturing,Bangalore,"$32,000,000",Series B,"Lightspeed and Greenoaks Capital, Sequoia India, Accel and Kae Capital",2020,January
Observe.AI,AI,Bangalore,"$26,000,000",Series A,Scale Venture Partners,2020,January
Freshokartz,E-Marketplace,Jaipur,"$150,000",Pre series A,ThinkLab,2020,January
Lil’ Goodness and sCool meal,Food & Nutrition,Bangalore,"$400,000",,"Sajan Pillai, Muthu Krishnan,",2020,January
Trell,Social Media,Bangalore,"$2,000,000",Pre series A,"Ruizheng Investment, Tej Kapoor, Krinshavataram Venkata Vinjamuri, Harsh Shah",2020,January
VMate,,,"$100,000,000",,Alibaba,2020,January
Bombay Shirt Company,E-commerce,Mumbai,"$8,000,000",,Lightbox Ventures,2020,January
Slintel,SaaS,,"$1,500,000",,Stellaris Ventures,2020,January
MyGameMate,E-Sports,Bangalore,"$100,000",,"Jindagi Live Angels,",2020,January
Afinoz,Fintech,Noida,,,Fintech innovation lab,2020,January
Rein Games,Technology,Noida,"$50,000,000",Pre series A,"Manipal Education and Medical Group (MEMG) family office, Titan Capital",2020,January
Ecozen,Agritech,Pune,"$6,000,000",Series A,Innovation in Food & Agriculture Fund (IFA Fund),2020,January
Box8,Foodtech,Mumbai,"$120,000,000",,Trifecta Capital,2020,January
Awign Enterprises,,Bangalore,"$4,000,000",Series A,"Work10M, Michael and Susan Dell Foundation, Eagle10, Unitus Ventures.",2020,January
Purplle,Cosmetics,Mumbai,"$30,000,000",Series C,Goldman Sachs,2020,January
Freightwalla,B2B,Mumbai,"$4,000,000",Series A,"Amplo, FJ Labs, Rogue One Capital",2020,January
TapChief,,Bangalore,"$1,500,000",Pre Series A,Blume Ventures.,2020,January
eJOHRI,Jewellery,Mumbai,"$1,000,000",Pre series A,Rajesh Ranavat,2020,January
Ninjacart,B2B Supply Chain,,,,"Walmart, Flipkart",2020,January
Binca Games,Games,Mumbai,,,Sunil Gavaskar,2020,January
KredX,,Bangalore,"$26,000,000",Series B,Tiger Global Management,2020,January
m.Paani,,Mumbai,"$5,500,000",Series A,"AC Ventures, Henkel",2020,January
Origo,Agritech,Gurugram,"$6,800,000",,"Oikocredit, Caspian SME Impact Fund IV,  Triodos Investment Management",2020,January
WishADish,Food & tech,Delhi,"$6,000,000",,Undisclosed,2020,January
Ecom Express,Logistics,Gurugram,"$36,000,000",,CDC Group,2020,January
Stanza Living,Accomodation,Delhi,"$5,700,000",,Alteria Capital,2020,January
PiBeam,Automotive tech,Chennai,"$50,000,000",,GAIL (India) Ltd,2020,January
Euler Motors,Automotive tech,Delhi,"$2,000,000",,"Blume Ventures, Emergent Ventures",2020,January
Moms Co,E-commerce,New Delhi,"$5,000,000",Series B,"Saama Capital, DSG Consumer Partners",2020,January
Cubical Labs,IOT,,,Series B,Rockstud Capital,2020,January
Lawyered,Legal tech,Delhi,"$100,000",,"Pramendra Tomar, Ratish Pandey, Munish Bhatia, Sumit Aggarwal",2020,January
Cuemath,Edtech,Bangalore,"$5,500,000",,"Manta Ray Ventures Limited, Google’s Capital G, Sequoia India.",2020,January
Licious,Food,Bangalore,"$25,000,000",Series D,Vertex Ventures,2020,January
Nivesh.com,Mutual Funds,Noida,"$600,000",,Windrose Capital,2020,January
Zebu,Cybersecurity,,"$4,000,000",Seed round,Undisclosed,2020,January
Smart Institute,Edtech,Surat,"$1,500,000",,HNI investors,2020,January
CarDekho,Automobile,Jaipur,"$70,000,000",Series D,"Ping An Global Voyager Fund, Hillhouse Capital, Sequoia Capital",2020,January
Shadowfax,Logistics,Bangalore,"$60,000,000",Series D,"Flipkart, Eight Roads Ventures, NGP Capital, Qualcomm Ventures, Mirae Asset Naver Fund, World Bank-backed IFC",2020,January
Credr,Automobile,Mumbai,"$6,000,000",,"Omidyar Network, Eight Roads Ventures, GrowthStory, AngelList",2020,January
Sportido,Sports,Noida,,Series B,"Inflection Point Ventures, SucSEED Venture Partners.",2020,January
Phable,Healthtech,,"$220,000",,"LetsVenture, 91 Springboard, IKP Knowledge, Angel investors, AbInbev-Serge DeVos, Wouter Peeters.",2020,January
Sarva,Yoga & wellness,Chennai,"$2,800,000",,"Venture fund, Fireside Ventures.",2020,January
IndyFint,Virtual Banking,Bangalore,"$2,100,000",Series A,Saravanan Adiseshan,2020,January
Zolostays,Accomodation,,"$7,000,000",,Trifecta Capital,2020,January
Ola,Transportation,Bangalore,"$311,000,000",,"Kia Motors, Hyundai",2020,January
Zoomcar,Transport & Rentals,Bangalore,"$4,800,000",,Zoomcar Inc,2020,January
Kratikal,Technology,Uttar pradesh,"$1,000,000",Pre-series A,"Gilda VC, Art Venture, Rajeev Chitrabhanu",2020,January
Froogal,Marketing & Customer loyalty,Hyderabad,"$1,000,000",Pre series A,US-based angel investors,2020,January
Infra.Market,Infratech,Mumbai,"$20,000,000",Series A,"Tiger Global, Nexus Venture Partners, Accel Partners, Dhruv Agarwala",2020,January
Oyo,Hospitality,Gurugram,"$693,000,000",,"MyPreferred Transformation, Avendus Finance, SoftBank",2020,January
GoMechanic,Automobile & Technology,Delhi,"$5,000,000",Series B,Sequoia Capital,2020,January
Spinny,Automobile,Delhi,"$50,000,000",,"Norwest Venture Partners, General Catalyst, Fundamentum, Accel Partners",2020,January
Ess Kay Fincorp,Banking,Rajasthan,"$33,000,000",,"TPG, Norwest Venture Partners, Evolvence India",2020,January
CollegeDekho,E-learning,Gurgaon,$35000000,Series B,"Disrupt ADQ, QIC",2021,December
BOX8,Food & Beverages,Mumbai,$40000000,,Tiger Global,2021,December
Simpl,Consumer Services,Bangalore,$40000000,Series B,"Valar Ventures, IA Ventures",2021,December
8i Ventures,Venture Capital & Private Equity,Mumbai,$50000000,,,2021,December
PayGlocal,Financial Services,Bangalore,$4900000,Series A,Sequoia Capital India,2021,December
Curefit,"Health, Wellness & Fitness",Bangalore,$145000000,,Zomato,2021,December
Pocket FM,OTT,Bangalore,$22000000,Series B,"Lightspeed, Times Group, Tanglin Venture Partners",2021,December
CHARGE+ZONE,Automotive,Vadodara,$10000000,,Venture Catalysts,2021,December
PlanetSpark,Education Management,Gurugram,$13000000,Series B,"Binny Bansal, Deep Kalra, Dr Ashish Gupta, Gokul Rajaram, Shirish Nadkarni",2021,December
LenDenClub,Financial Services,Mumbai,$10000000,Series A,"Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund",2021,December
CometChat,Computer Software,Mumbai,$10000000,Series A,Signal Peak Ventures,2021,December
AgroStar,AgriTech,Pune,$70000000,Series D,"Evolvence, Hero Enterprise",2021,December
Bizongo,Information Technology & Services,Mumbai,$100000000,Series D,Tiger Global,2021,December
Probus Insurance,Insurance,Mumbai,$6700000,,BlueOrchard Impact Investment Managers,2021,December
MoEngage,Software Startup,Bangalore,$30000000,Series D,Steadview Capital,2021,December
CloudSEK,Computer & Network Security,Bangalore,$7000000,Series A,MassMutual Ventures,2021,December
Exponent Energy,Automotive,Bangalore,$5000000,Pre-series A,YourNest VC,2021,December
Trinkerr,Capital Markets,Bangalore,$6600000,Series A,Accel India,2021,December
