Headquarters,Sector,Avg_6m_Funding,Avg_6m_Rounds,Avg_6m_Median_Size,Avg_12m_Funding,Avg_12m_Rounds,Avg_12m_Median_Size,Total_Funding,Total_Rounds,Avg_6m_Funding_Missing,Avg_6m_Rounds_Missing,Avg_6m_Median_Size_Missing,Avg_12m_Funding_Missing,Avg_12m_Rounds_Missing,Avg_12m_Median_Size_Missing
Pune,Analytics / Big Data,290.5,1.0,290.5,290.5,1.0,290.5,329.92,2.0,0,0,0,0,0,0
Pune,Artificial Intelligence,6.06,1.5,4.38,6.06,1.5,4.38,6.92,3.0,0,0,0,0,0,0
Pune,Biotech,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,1,1,1,1,1,1
Pune,Climate / Cleantech / Energy,116.72,2.67,40.7,116.72,2.67,40.7,426.15,5.0,0,0,0,0,0,0
Pune,Consumer Internet,159.3,6.17,7.48,182.31,10.22,5.54,1523.19,22.0,0,0,0,0,0,0
Pune,Deeptech / Hardware,381.8,1.5,282.2,381.8,1.5,282.2,423.3,3.0,0,0,0,0,0,0
Pune,Ecommerce / Retail,4077.56,5.5,349.64,4657.69,7.67,95.71,11576.94,15.0,0,0,0,0,0,0
Pune,Enterprise / Saas,1067.91,8.53,46.17,2056.85,15.91,39.34,8907.89,72.0,0,0,0,0,0,0
Pune,Fintech,1135.16,5.0,131.86,1358.21,7.6,98.99,3626.27,17.0,0,0,0,0,0,0
Pune,Foodtech,344.91,5.1,15.98,357.96,6.3,12.41,661.63,12.0,0,0,0,0,0,0
Pune,Healthtech,653.43,5.36,42.68,985.66,7.86,18.08,1802.05,16.0,0,0,0,0,0,0
Pune,Logistics / Supply Chain,35.44,1.5,19.32,35.44,1.5,19.32,2554.49,3.0,0,0,0,0,0,0
Pune,Media / Entertainment / Gaming,10.79,1.0,10.79,10.79,1.0,10.79,55.61,2.0,0,0,0,0,0,0
Pune,Mobility / Automotive / Ev,60.51,2.5,7.54,60.51,2.5,7.54,258.05,5.0,0,0,0,0,0,0
Pune,Others,313.59,5.82,14.95,452.93,9.35,9.62,1137.88,21.0,0,0,0,0,0,0
Raipur,Ecommerce / Retail,0.0,0.0,0.0,0.0,0.0,0.0,126.99,1.0,1,1,1,1,1,1
Raipur,Others,40.0,1.0,40.0,40.0,1.0,40.0,81.5,2.0,0,0,0,0,0,0
Raipur,Real Estate / Proptech,0.0,0.0,0.0,0.0,0.0,0.0,375.0,1.0,1,1,1,1,1,1
Rajastan,Others,0.0,0.0,0.0,0.0,0.0,0.0,8.3,1.0,1,1,1,1,1,1
Rajasthan,Deeptech / Hardware,0.0,0.0,0.0,0.0,0.0,0.0,3.32,1.0,1,1,1,1,1,1
Rajasthan,Fintech,0.0,0.0,0.0,0.0,0.0,0.0,273.9,1.0,1,1,1,1,1,1
Rajkot,Healthtech,0.0,0.0,0.0,0.0,0.0,0.0,1.06,1.0,1,1,1,1,1,1
Rajsamand,Agritech,0.0,0.0,0.0,0.0,0.0,0.0,1.66,1.0,1,1,1,1,1,1
Ranchi,Others,0.0,0.0,0.0,0.0,0.0,0.0,0.83,1.0,1,1,1,1,1,1
Retail,Healthtech,0.0,0.0,0.0,0.0,0.0,0.0,58.1,1.0,1,1,1,1,1,1
Riyadh,Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,10.79,1.0,1,1,1,1,1,1
Roorkee,Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,9.96,1.0,1,1,1,1,1,1
Rourkela,Consumer Internet,0.0,0.0,0.0,0.0,0.0,0.0,20.75,1.0,1,1,1,1,1,1
Rourkela,Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,16.6,1.0,1,1,1,1,1,1
Samastipur,Agritech,0.0,0.0,0.0,0.0,0.0,0.0,41.5,1.0,1,1,1,1,1,1
Samsitpur,Agritech,0.0,0.0,0.0,0.0,0.0,0.0,24.9,1.0,1,1,1,1,1,1
San Fracisco,Artificial Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,58.1,1.0,1,1,1,1,1,1
San Francisco,Artificial Intelligence,235.72,1.5,155.21,235.72,1.5,155.21,342.79,3.0,0,0,0,0,0,0
San Francisco,Enterprise / Saas,3202.98,5.5,726.25,3202.98,5.5,726.25,6996.09,11.0,0,0,0,0,0,0
San Francisco,Fintech,0.0,0.0,0.0,0.0,0.0,0.0,249.0,1.0,1,1,1,1,1,1
San Francisco,Marketing / Adtech,0.0,0.0,0.0,0.0,0.0,0.0,34.86,1.0,1,1,1,1,1,1
San Francisco,Mobility / Automotive / Ev,0.0,0.0,0.0,0.0,0.0,0.0,307.1,1.0,1,1,1,1,1,1
San Francisco,Others,809.25,1.0,809.25,809.25,1.0,809.25,1124.65,2.0,0,0,0,0,0,0
San Jose,Enterprise / Saas,1120.5,1.0,1120.5,1120.5,1.0,1120.5,1254.13,2.0,0,0,0,0,0,0
San Ramon,Artificial Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,1245.0,1.0,1,1,1,1,1,1
Sanfrancisco,Artificial Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,16.6,1.0,1,1,1,1,1,1
Sanfrancisco,Enterprise / Saas,83.0,1.5,43.78,83.0,1.5,43.78,283.86,4.0,0,0,0,0,0,0
Santa Clara,Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,107.9,1.0,1,1,1,1,1,1
Santa Monica,Fintech,0.0,0.0,0.0,0.0,0.0,0.0,913.0,1.0,1,1,1,1,1,1
Santra,Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,124.5,1.0,1,1,1,1,1,1
Satara,Healthtech,0.0,0.0,0.0,0.0,0.0,0.0,1.16,1.0,1,1,1,1,1,1
Seatlle,Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,52.29,1.0,1,1,1,1,1,1
Seattle,Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,9.13,1.0,1,1,1,1,1,1
Secunderabad,Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,4.15,1.0,1,1,1,1,1,1
Secundrabad,Consumer Internet,51.46,1.0,51.46,51.46,1.0,51.46,102.92,2.0,0,0,0,0,0,0
Seoul,Others,0.0,0.0,0.0,0.0,0.0,0.0,11.62,1.0,1,1,1,1,1,1
Sfo,Consumer Internet,0.0,0.0,0.0,0.0,0.0,0.0,22.41,1.0,1,1,1,1,1,1
Shanghai,Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,3320.0,1.0,1,1,1,1,1,1
Silvassa,Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,8.3,1.0,1,1,1,1,1,1
Singapore,Artificial Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,74.7,1.0,1,1,1,1,1,1
Singapore,Ecommerce / Retail,0.0,0.0,0.0,0.0,0.0,0.0,498.0,1.0,1,1,1,1,1,1
Singapore,Enterprise / Saas,423.96,5.1,27.51,466.63,6.3,23.12,2361.35,12.0,0,0,0,0,0,0
Singapore,Fintech,176.46,1.5,90.47,176.46,1.5,90.47,563.91,3.0,0,0,0,0,0,0
Singapore,Healthtech,0.0,0.0,0.0,0.0,0.0,0.0,622.5,1.0,1,1,1,1,1,1
Singapore,Others,44.4,1.5,22.92,44.4,1.5,22.92,130.9,3.0,0,0,0,0,0,0
Singapore,Real Estate / Proptech,0.0,0.0,0.0,0.0,0.0,0.0,38.18,1.0,1,1,1,1,1,1
Small Towns,Ecommerce / Retail,6.64,1.0,6.64,6.64,1.0,6.64,52.29,2.0,0,0,0,0,0,0
Sonepat,Artificial Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,24.9,1.0,1,1,1,1,1,1
Stamford,Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,76.36,1.0,1,1,1,1,1,1
Surat,Agritech,0.0,0.0,0.0,0.0,0.0,0.0,24.9,1.0,1,1,1,1,1,1
Surat,Consumer Goods / D2C,33.2,1.0,33.2,33.2,1.0,33.2,62.25,2.0,0,0,0,0,0,0
Surat,Enterprise / Saas,309.29,2.0,156.58,309.29,2.0,156.58,327.27,4.0,0,0,0,0,0,0
Surat,Foodtech,2.32,1.0,2.32,2.32,1.0,2.32,10.32,2.0,0,0,0,0,0,0
Surat,Logistics / Supply Chain,0.0,0.0,0.0,0.0,0.0,0.0,166.0,1.0,1,1,1,1,1,1
Surat,Others,3173.09,1.5,1648.8,3173.09,1.5,1648.8,6105.68,4.0,0,0,0,0,0,0
Sydney,Ecommerce / Retail,0.0,0.0,0.0,0.0,0.0,0.0,62.25,1.0,1,1,1,1,1,1
Sydney,Fintech,0.0,0.0,0.0,0.0,0.0,0.0,124.5,1.0,1,1,1,1,1,1
Tamil Nadu,Agritech,98.47,2.0,49.24,98.47,2.0,49.24,115.07,3.0,0,0,0,0,0,0
Tamil Nadu,Consumer Goods / D2C,0.0,0.0,0.0,0.0,0.0,0.0,38.68,1.0,1,1,1,1,1,1
Tamil Nadu,Consumer Internet,0.0,0.0,0.0,0.0,0.0,0.0,1.42,1.0,1,1,1,1,1,1
Tamil Nadu,Fintech,0.0,0.0,0.0,0.0,0.0,0.0,186.75,1.0,1,1,1,1,1,1
Tamil Nadu,Healthtech,0.0,0.0,0.0,0.0,0.0,0.0,622.5,1.0,1,1,1,1,1,1
Tangerang,Foodtech,0.0,0.0,0.0,0.0,0.0,0.0,99.6,1.0,1,1,1,1,1,1
Taramani,Artificial Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,316.06,1.0,1,1,1,1,1,1
Taramani,Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,8.3,1.0,1,1,1,1,1,1
Telangana,Agritech,0.0,0.0,0.0,0.0,0.0,0.0,49.8,1.0,1,1,1,1,1,1
Telangana,Artificial Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,24.9,1.0,1,1,1,1,1,1
Telangana,Biotech,0.0,0.0,0.0,0.0,0.0,0.0,1.42,1.0,1,1,1,1,1,1
Telangana,Deeptech / Hardware,0.0,0.0,0.0,0.0,0.0,0.0,24.15,1.0,1,1,1,1,1,1
Telangana,Ecommerce / Retail,0.0,0.0,0.0,0.0,0.0,0.0,28.05,1.0,1,1,1,1,1,1
Telangana,Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,33.2,1.0,1,1,1,1,1,1
Telangana,Logistics / Supply Chain,0.0,0.0,0.0,0.0,0.0,0.0,12.62,1.0,1,1,1,1,1,1
Telangana,Mobility / Automotive / Ev,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0,1,1,1,1,1,1
Telangana,Others,0.0,0.0,0.0,0.0,0.0,0.0,14.19,1.0,1,1,1,1,1,1
Telugana,Healthtech,0.0,0.0,0.0,0.0,0.0,0.0,12.45,1.0,1,1,1,1,1,1
Thane,Artificial Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,14.94,1.0,1,1,1,1,1,1
Thane,Consumer Goods / D2C,0.0,0.0,0.0,0.0,0.0,0.0,0.95,1.0,1,1,1,1,1,1
Thane,Deeptech / Hardware,0.0,0.0,0.0,0.0,0.0,0.0,12.45,1.0,1,1,1,1,1,1
Thane,Ecommerce / Retail,49.8,1.0,49.8,49.8,1.0,49.8,51.67,2.0,0,0,0,0,0,0
Thane,Enterprise / Saas,12.45,1.0,12.45,12.45,1.0,12.45,15.36,2.0,0,0,0,0,0,0
Thane,Fintech,0.0,0.0,0.0,0.0,0.0,0.0,49.8,1.0,1,1,1,1,1,1
Thane,Logistics / Supply Chain,0.0,0.0,0.0,0.0,0.0,0.0,41.5,1.0,1,1,1,1,1,1
Thane,Mobility / Automotive / Ev,0.0,0.0,0.0,0.0,0.0,0.0,0.83,1.0,1,1,1,1,1,1
Thane,Others,31.12,1.5,17.64,31.12,1.5,17.64,219.95,3.0,0,0,0,0,0,0
Thane,Real Estate / Proptech,1411.0,2.5,529.12,1411.0,2.5,529.12,3137.4,5.0,0,0,0,0,0,0
Thanjavur,Others,0.0,0.0,0.0,0.0,0.0,0.0,2.49,1.0,1,1,1,1,1,1
The Nilgiris,Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,1.66,1.0,1,1,1,1,1,1
Thiruvananthapuram,Artificial Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,2.49,1.0,1,1,1,1,1,1
Thiruvananthapuram,Consumer Internet,0.0,0.0,0.0,0.0,0.0,0.0,0.83,1.0,1,1,1,1,1,1
Thiruvananthapuram,Ecommerce / Retail,0.0,0.0,0.0,0.0,0.0,0.0,10.38,1.0,1,1,1,1,1,1
Thiruvananthapuram,Enterprise / Saas,2.49,1.0,2.49,2.49,1.0,2.49,105.41,2.0,0,0,0,0,0,0
Thiruvananthapuram,Healthtech,0.0,0.0,0.0,0.0,0.0,0.0,1.66,1.0,1,1,1,1,1,1
Tiruchirappall,Others,0.0,0.0,0.0,0.0,0.0,0.0,145.25,1.0,1,1,1,1,1,1
Tirunelveli,Ecommerce / Retail,0.0,0.0,0.0,0.0,0.0,0.0,4.15,1.0,1,1,1,1,1,1
Tokyo,Others,0.0,0.0,0.0,0.0,0.0,0.0,201.0,1.0,1,1,1,1,1,1
Tortola,Others,0.0,0.0,0.0,0.0,0.0,0.0,83.0,1.0,1,1,1,1,1,1
Troy,Others,0.0,0.0,0.0,0.0,0.0,0.0,53.95,1.0,1,1,1,1,1,1
Tulangan,Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,1660.0,1.0,1,1,1,1,1,1
Udaipur,Healthtech,4.15,1.0,4.15,4.15,1.0,4.15,15.15,2.0,0,0,0,0,0,0
Udupi,Mobility / Automotive / Ev,0.0,0.0,0.0,0.0,0.0,0.0,99.6,1.0,1,1,1,1,1,1
United Kingdom,Healthtech,0.0,0.0,0.0,0.0,0.0,0.0,89.64,1.0,1,1,1,1,1,1
United States,Others,0.0,0.0,0.0,0.0,0.0,0.0,365.2,1.0,1,1,1,1,1,1
Unknown,Agritech,37.35,2.0,18.68,37.35,2.0,18.68,45.65,3.0,0,0,0,0,0,0
Unknown,Analytics / Big Data,0.0,0.0,0.0,0.0,0.0,0.0,83.0,1.0,1,1,1,1,1,1
Unknown,Artificial Intelligence,168.33,3.5,68.47,168.33,3.5,68.47,284.53,5.0,0,0,0,0,0,0
Unknown,Consumer Internet,0.32,1.5,0.2,0.32,1.5,0.2,27.83,3.0,0,0,0,0,0,0
Unknown,Cybersecurity,0.0,0.0,0.0,0.0,0.0,0.0,250.0,1.0,1,1,1,1,1,1
Unknown,Ecommerce / Retail,273.07,2.67,129.96,273.07,2.67,129.96,560.76,5.0,0,0,0,0,0,0
Unknown,Enterprise / Saas,5255.78,15.67,52.27,6758.34,18.89,55.7,10552.86,35.0,0,0,0,0,0,0
Unknown,Fintech,1388.29,7.4,75.53,1388.29,7.4,75.53,3148.4,15.0,0,0,0,0,0,0
Unknown,Foodtech,1604.32,3.0,592.15,1604.32,3.0,592.15,1903.47,6.0,0,0,0,0,0,0
Unknown,Healthtech,195.72,3.75,35.73,195.72,3.75,35.73,1166.07,9.0,0,0,0,0,0,0
Unknown,Hrtech,273.9,1.5,199.2,273.9,1.5,199.2,572.7,3.0,0,0,0,0,0,0
Unknown,Logistics / Supply Chain,252.32,2.5,95.04,252.32,2.5,95.04,274.32,4.0,0,0,0,0,0,0
Unknown,Mobility / Automotive / Ev,16.6,1.0,16.6,16.6,1.0,16.6,149.4,2.0,0,0,0,0,0,0
Unknown,Others,6822.88,75.73,26.28,10479.23,121.09,16.12,13065.32,147.0,0,0,0,0,0,0
Us,Artificial Intelligence,933.75,1.5,695.12,933.75,1.5,695.12,1014.26,3.0,0,0,0,0,0,0
Us,Ecommerce / Retail,0.0,0.0,0.0,0.0,0.0,0.0,26.56,1.0,1,1,1,1,1,1
Us,Enterprise / Saas,109.56,2.0,54.78,109.56,2.0,54.78,283.86,3.0,0,0,0,0,0,0
Us,Fintech,0.0,0.0,0.0,0.0,0.0,0.0,116.2,1.0,1,1,1,1,1,1
Us,Healthtech,0.0,0.0,0.0,0.0,0.0,0.0,132.8,1.0,1,1,1,1,1,1
Us,Others,24.9,1.0,24.9,24.9,1.0,24.9,215.8,2.0,0,0,0,0,0,0
Usa,Artificial Intelligence,830.0,1.0,830.0,830.0,1.0,830.0,2988.0,2.0,0,0,0,0,0,0
Usa,Climate / Cleantech / Energy,0.0,0.0,0.0,0.0,0.0,0.0,137.78,1.0,1,1,1,1,1,1
Usa,Enterprise / Saas,328.06,2.5,161.93,328.06,2.5,161.93,655.08,4.0,0,0,0,0,0,0
Usa,Healthtech,10.79,1.0,10.79,10.79,1.0,10.79,260.79,2.0,0,0,0,0,0,0
Usa,Mobility / Automotive / Ev,0.0,0.0,0.0,0.0,0.0,0.0,2490.0,1.0,1,1,1,1,1,1
Usa,Others,0.0,0.0,0.0,0.0,0.0,0.0,21.58,1.0,1,1,1,1,1,1
Utah,Artificial Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,95.45,1.0,1,1,1,1,1,1
Uttar Pradesh,Climate / Cleantech / Energy,0.0,0.0,0.0,0.0,0.0,0.0,53.95,1.0,1,1,1,1,1,1
Uttar Pradesh,Consumer Goods / D2C,0.0,0.0,0.0,0.0,0.0,0.0,1.07,1.0,1,1,1,1,1,1
Uttar Pradesh,Consumer Internet,0.0,0.0,0.0,0.0,0.0,0.0,142.76,2.0,1,1,1,1,1,1
Uttar Pradesh,Enterprise / Saas,8.3,1.0,8.3,8.3,1.0,8.3,17.43,2.0,0,0,0,0,0,0
Uttar Pradesh,Logistics / Supply Chain,0.0,0.0,0.0,0.0,0.0,0.0,9.96,1.0,1,1,1,1,1,1
Uttar Pradesh,Others,0.0,0.0,0.0,0.0,0.0,0.0,8.3,1.0,1,1,1,1,1,1
Uttarakhand,Healthtech,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,1,1,1,1,1,1
Vadodara,Consumer Internet,5.56,1.5,3.71,5.56,1.5,3.71,13.47,3.0,0,0,0,0,0,0
Vadodara,Ecommerce / Retail,0.0,0.0,0.0,0.0,0.0,0.0,8.3,1.0,1,1,1,1,1,1
Vadodara,Foodtech,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.0,1,1,1,1,1,1
Vadodara,Healthtech,0.0,0.0,0.0,0.0,0.0,0.0,3.79,1.0,1,1,1,1,1,1
Vadodara,Mobility / Automotive / Ev,0.0,0.0,0.0,0.0,0.0,0.0,83.0,1.0,1,1,1,1,1,1
Vadodara,Others,0.0,0.0,0.0,0.0,0.0,0.0,33.2,1.0,1,1,1,1,1,1
Varanasi,Consumer Internet,0.0,0.0,0.0,0.0,0.0,0.0,0.43,1.0,1,1,1,1,1,1
Visakhapatnam,Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,1,1,1,1,1,1
Vishakhapatnam,Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,8.3,1.0,1,1,1,1,1,1
Vishakhapatnam,Healthtech,0.0,0.0,0.0,0.0,0.0,0.0,6.6,1.0,1,1,1,1,1,1
Vitznau,Travel / Hospitality,0.0,0.0,0.0,0.0,0.0,0.0,431.6,1.0,1,1,1,1,1,1
Washington,Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,415.0,1.0,1,1,1,1,1,1
Washington,Others,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1,1,1,1,1,1
West Bengal,Artificial Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,41.5,1.0,1,1,1,1,1,1
West Bengal,Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,12.45,1.0,1,1,1,1,1,1
West Bengal,Mobility / Automotive / Ev,0.0,0.0,0.0,0.0,0.0,0.0,191.73,1.0,1,1,1,1,1,1
Wilmington,Ecommerce / Retail,0.0,0.0,0.0,0.0,0.0,0.0,14.11,1.0,1,1,1,1,1,1
Wyoming,Others,0.0,0.0,0.0,0.0,0.0,0.0,145.25,1.0,1,1,1,1,1,1
